Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Beijing R128,L vs Cirstea,5,17,0.3,5.2%,17.7%,4,15,0.3,4.5%,17.0%,4.5%,0.0%,1.3,17.7%,13.5%
2025 Indian Wells R32,L vs Kostyuk,11,37,0.3,7.3%,24.7%,10,31,0.3,7.5%,23.3%,6.8%,0.8%,1.3,18.7%,14.0%
2025 Indian Wells R64,W vs Lys,14,36,0.4,9.3%,23.8%,11,33,0.3,8.1%,24.3%,4.4%,1.5%,0.5,11.3%,21.2%
2025 Indian Wells R128,W vs Rakhimova,19,25,0.8,13.4%,17.6%,17,21,0.8,13.0%,16.0%,6.1%,6.1%,0.8,16.9%,21.1%
2024 Guangzhou F,L vs Danilovic,12,22,0.5,10.8%,19.8%,9,22,0.4,8.5%,20.8%,7.5%,0.9%,1.6,21.6%,13.5%
2024 US Open R64,L vs Errani,32,41,0.8,20.5%,26.3%,30,39,0.8,19.9%,25.8%,17.9%,2.0%,1.5,14.1%,9.6%
2024 US Open R128,W vs Collins,18,19,0.9,8.5%,9.0%,16,14,1.1,8.5%,7.4%,5.8%,0.5%,1.0,22.7%,23.2%
2024 Wimbledon R128,L vs Gauff,5,22,0.2,5.3%,23.2%,5,21,0.2,5.5%,23.1%,4.4%,0.0%,1.0,15.8%,15.8%
2024 Charleston R64,W vs Day,21,42,0.5,13.6%,27.3%,21,38,0.6,15.0%,27.1%,14.3%,0.7%,0.6,18.2%,30.5%
2024 Miami R128,L vs Tauson,34,23,1.5,22.1%,14.9%,28,19,1.5,20.6%,14.0%,13.2%,5.1%,1.4,20.8%,14.9%
2024 Indian Wells R128,W vs Bucsa,4,9,0.4,4.1%,9.2%,4,8,0.5,4.5%,9.0%,4.5%,0.0%,0.4,14.3%,36.7%
2024 Australian Open R64,L vs Gauff,16,31,0.5,11.2%,21.7%,15,29,0.5,11.3%,21.8%,8.3%,3.0%,1.1,13.3%,12.6%
2024 Hobart R16,L vs Zhu,36,35,1.0,20.0%,19.4%,34,33,1.0,19.9%,19.3%,14.0%,3.5%,0.7,10.0%,13.9%
2023 Guadalajara F,L vs Sakkari,8,31,0.3,5.8%,22.6%,7,25,0.3,5.7%,20.3%,5.7%,0.0%,0.9,13.9%,16.1%
2023 Guadalajara SF,W vs Kenin,16,14,1.1,12.1%,10.6%,13,7,1.9,10.9%,5.9%,8.4%,2.5%,0.5,9.1%,17.4%
2023 Guadalajara QF,W vs Trevisan,34,44,0.8,15.2%,19.6%,30,33,0.9,14.7%,16.2%,13.7%,0.5%,0.4,9.4%,22.8%
2023 US Open R128,L vs Burel,11,35,0.3,8.5%,27.1%,10,31,0.3,8.4%,26.1%,5.9%,2.5%,0.7,12.4%,17.8%
2023 Wimbledon R128,L vs Kasatkina,24,40,0.6,20.9%,34.8%,22,38,0.6,21.0%,36.2%,13.3%,7.6%,0.7,7.8%,11.3%
2023 Monterrey R32,W vs Niemeier,12,6,2.0,15.0%,7.5%,10,6,1.7,13.9%,8.3%,9.7%,4.2%,0.4,12.5%,33.8%
2022 San Jose R16,L vs Sabalenka,20,34,0.6,9.1%,15.5%,20,23,0.9,11.1%,12.8%,10.6%,0.6%,0.7,16.0%,23.7%
Career (28 matches),,519,774,0.7,13.4%,19.9%,463,670,0.7,13.0%,18.9%,10.1%,2.1%,0.8,14.3%,17.4%
