Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Beijing R128,L vs Cirstea,25.0%,32.1%,30.0%,25.6%,35.9%,31.0%,52.6%,85.0%,80.0%,26.7%,26.7%,27.3%,66.7%,33.3%,50.0%,38
2025 Indian Wells R32,L vs Kostyuk,24.1%,34.2%,40.7%,23.1%,38.5%,47.5%,29.6%,64.0%,75.0%,33.3%,33.3%,21.4%,55.6%,41.7%,0.0%,164
2025 Indian Wells R64,W vs Lys,37.7%,50.7%,55.0%,40.8%,55.1%,58.6%,28.6%,53.6%,66.7%,35.3%,47.1%,45.5%,37.5%,11.1%,-,77
2025 Indian Wells R128,W vs Rakhimova,31.6%,40.8%,41.7%,35.1%,47.4%,45.9%,56.5%,55.9%,42.9%,26.7%,26.7%,27.3%,66.7%,33.3%,-,123
2024 Guangzhou F,L vs Danilovic,18.6%,32.2%,33.3%,23.4%,38.3%,38.9%,54.5%,52.0%,50.0%,0.0%,8.3%,16.7%,42.9%,60.0%,100.0%,-119
2024 US Open R128,W vs Collins,26.7%,30.7%,39.0%,33.9%,38.7%,41.5%,55.2%,45.5%,28.6%,25.0%,29.2%,33.3%,50.0%,6.3%,0.0%,68
2024 Charleston R64,W vs Day,9.1%,18.2%,50.0%,12.3%,19.3%,52.0%,44.0%,50.0%,71.4%,0.0%,18.8%,43.8%,40.0%,16.7%,0.0%,-119
2024 Miami R128,L vs Tauson,35.1%,48.6%,40.9%,40.4%,57.7%,51.6%,44.0%,37.0%,50.0%,27.8%,33.3%,15.4%,37.5%,10.0%,0.0%,115
2024 Indian Wells R128,W vs Bucsa,37.8%,44.4%,44.4%,38.5%,46.2%,50.0%,23.5%,40.9%,100.0%,40.0%,40.0%,0.0%,0.0%,50.0%,-,97
2024 Australian Open R64,L vs Gauff,18.2%,27.3%,44.2%,23.4%,31.9%,50.0%,90.5%,34.6%,25.0%,5.9%,17.6%,31.3%,71.4%,50.0%,100.0%,-58
2024 Hobart R16,L vs Zhu,25.0%,37.5%,51.4%,26.8%,40.8%,48.1%,40.0%,58.5%,37.5%,21.7%,30.4%,61.1%,21.4%,33.3%,0.0%,-7
2023 Guadalajara F,L vs Sakkari,26.0%,42.5%,43.8%,28.9%,48.9%,40.6%,47.4%,69.2%,42.9%,27.3%,40.9%,50.0%,54.5%,45.5%,100.0%,128
2023 Guadalajara SF,W vs Kenin,42.0%,55.1%,51.5%,51.0%,66.7%,56.0%,86.4%,48.3%,50.0%,27.3%,36.4%,37.5%,83.3%,40.0%,-,73
2023 Guadalajara QF,W vs Trevisan,17.4%,33.1%,57.3%,21.0%,38.3%,62.5%,80.0%,50.0%,50.0%,13.8%,31.0%,44.0%,92.3%,62.5%,50.0%,-4
2023 Monterrey R32,W vs Niemeier,41.2%,55.9%,55.0%,44.4%,59.3%,66.7%,63.6%,75.0%,100.0%,28.6%,42.9%,20.0%,100.0%,50.0%,-,-104
2022 San Jose R16,L vs Sabalenka,18.6%,34.0%,48.5%,23.0%,39.3%,48.9%,62.1%,59.4%,40.0%,16.0%,36.0%,47.6%,46.2%,83.3%,100.0%,9
2022 Australian Open R128,L vs Collins,26.4%,34.0%,27.8%,30.3%,42.4%,39.1%,53.3%,5.6%,0.0%,23.5%,23.5%,7.7%,44.4%,12.5%,0.0%,77
2022 Australian Open Q1,L vs Hatouka,42.9%,59.2%,63.0%,48.6%,70.3%,68.4%,63.2%,83.3%,-,27.3%,27.3%,50.0%,0.0%,62.5%,-,-3
2019 ITF Concord F,W vs Li,35.3%,47.1%,51.5%,38.2%,52.9%,57.1%,40.0%,57.9%,100.0%,29.4%,35.3%,41.7%,22.2%,50.0%,-,-104
2018 Indian Wells R32,L vs Halep,21.6%,35.3%,47.4%,19.7%,33.3%,50.9%,27.6%,56.8%,57.1%,28.1%,43.8%,39.1%,46.7%,70.6%,100.0%,30
Last 52 Weeks (1 matches),,25.0%,32.1%,30.0%,25.6%,35.9%,31.0%,52.6%,85.0%,80.0%,26.7%,26.7%,27.3%,66.7%,33.3%,50.0%,38
Career (21 matches),,26.7%,38.5%,46.4%,30.5%,44.0%,50.1%,51.3%,53.4%,49.1%,22.6%,32.6%,37.3%,50.0%,43.5%,50.0%,96
