Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,16,9,7,56.3%,5,3,2,60.0%,2018,2025,R64,16,1.06,5.6%,3.4%,65.5%,68.9%,51.9%,63.0%,39.1%,58.0%,39.4%
Roland Garros,7,Clay,13,6,7,46.2%,3,2,1,66.7%,2018,2025,R64,10,0.92,1.5%,4.7%,71.8%,59.2%,42.9%,54.6%,41.9%,54.2%,41.2%
Wimbledon,6,Grass,11,4,7,36.4%,2,1,1,50.0%,2018,2025,R64,8,0.83,5.8%,5.2%,60.4%,56.6%,49.3%,53.7%,38.5%,44.3%,51.2%
US Open,10,Hard,16,6,10,37.5%,3,2,1,66.7%,2016,2025,R64,14,0.94,3.9%,5.7%,67.4%,63.9%,44.3%,57.5%,40.1%,64.2%,45.3%
Miami,6,Hard,7,1,6,14.3%,2,0,2,0.0%,2019,2026,R128,7,0.94,3.6%,5.1%,67.7%,65.3%,42.5%,57.9%,39.4%,64.5%,34.4%
Indian Wells,8,Hard,16,8,8,50.0%,7,4,3,57.1%,2017,2026,R32,16,1.04,3.7%,4.9%,70.5%,63.8%,42.8%,57.6%,44.0%,58.3%,44.8%
Austin,2,Hard,7,5,2,71.4%,0,0,0,-,2025,2026,QF,7,1.12,2.5%,5.9%,66.5%,63.1%,52.0%,59.4%,45.5%,59.6%,49.2%
Buenos Aires 125,2,Clay,4,2,2,50.0%,2,1,1,50.0%,2022,2025,QF,4,1.20,1.7%,6.2%,72.0%,63.0%,48.1%,58.8%,49.5%,48.3%,47.8%
Tampico 125,2,Hard,5,3,2,60.0%,2,2,0,100.0%,2023,2025,QF,5,0.95,3.8%,8.1%,65.0%,63.6%,37.4%,54.4%,43.2%,54.2%,42.9%
Wuhan,3,Hard,3,0,3,0.0%,0,0,0,-,2018,2025,R64,3,0.72,4.0%,4.0%,68.4%,51.3%,42.3%,48.4%,36.9%,47.1%,31.8%
