Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1966,,,51,1634,23,1585,,,,,,,,
1963,,,42,1676,21,1606,,,,,,,,
1962,,,36,1692,15,1607,,,,,,,,
1960,,,29,1721,13,1631,,,,,,,,
1958,,,23,1773,13,1663,,,,,,,,
1957,,,21,1801,7,1692,,,,,,,,
1956,,,18,1780,7,1664,,,,,,,,
1955,,,16,1781,7,1664,,,19,1656,,,,
1954,,,18,1771,7,1654,8,1703,,,,,,
1953,,,14,1795,8,1681,,,,,,,,
1950,,,21,1814,7,1721,,,,,,,,
1948,,,20,1791,7,1717,,,25,1662,,,,
1946,,,4,1956,3,1846,3,1857,7,1818,,,,
1945,,,5,1899,5,1792,3,1808,7,1776,,,,
1944,,,4,1943,4,1810,2,1833,4,1822,,,,
1943,,,6,1807,4,1742,3,1716,6,1743,,,,
1942,,,9,1789,6,1706,5,1705,,,,,,
1941,,,5,1968,1,1844,3,1859,4,1868,,,,
1940,,,5,1982,1,1846,5,1817,5,1876,,,,
1939,,,16,1871,6,1721,16,1730,17,1793,,,,
1938,,,12,1942,3,1810,,,12,1878,,,,
1937,,,15,1909,7,1770,22,1725,13,1841,,,,
1936,,,30,1799,5,1696,35,1609,34,1695,,,,
1935,,,61,1651,11,1596,,,,,,,,
1934,,,87,1558,17,1489,,,,,,,,
1933,,,93,1504,19,1425,80,1407,82,1422,,,,
