Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1974,2,0,2,0.0%,0-4,0.0%,9-24,27.3%,0-0,-,0,,,,,,,,,,,,QF (Tacoma)
1973,4,1,3,25.0%,3-5,37.5%,31-37,45.6%,0-0,-,0,,,,,,,,,,,,QF (Santa Monica)
1972,1,0,1,0.0%,0-2,0.0%,5-13,27.8%,0-0,-,0,,,,,,,,,,,,R16 (Ojai)
1970,6,3,3,50.0%,7-6,53.8%,56-54,50.9%,0-0,-,0,,,,,,,,,,,,SF (La Jolla)
1969,10,6,4,60.0%,13-9,59.1%,107-99,51.9%,0-0,-,0,,,,,,,,,,,,W (Victoria BC)
1968,6,2,4,33.3%,4-9,30.8%,53-65,44.9%,0-0,-,0,,,,,,,,,,,,SF (2x)
1967,11,8,3,72.7%,17-7,70.8%,131-106,55.3%,0-0,-,0,,,,,,,,,,,,F (Los Angeles SoCal Chps)
1966,17,12,5,70.6%,26-8,76.5%,185-114,61.9%,0-0,-,0,,,,,,,,,,,,W (2x)
1965,6,3,3,50.0%,6-6,50.0%,51-54,48.6%,0-0,-,0,,,,,,,,,,,,F (La Jolla)
1964,10,6,4,60.0%,13-10,56.5%,117-109,51.8%,0-0,-,0,,,,,,,,,,,,W (La Jolla)
1963,18,12,6,66.7%,28-10,73.7%,198-140,58.6%,0-0,-,0,,,,,,,,,,,,W (2x)
1962,20,14,6,70.0%,26-10,72.2%,185-120,60.7%,0-0,-,0,,,,,,,,,,,,W (2x)
1961,17,12,5,70.6%,27-7,79.4%,179-96,65.1%,0-0,-,0,,,,,,,,,,,,W (2x)
1960,22,17,5,77.3%,35-13,72.9%,249-181,57.9%,0-0,-,0,,,,,,,,,,,,W (2x)
1959,10,5,5,50.0%,10-10,50.0%,96-92,51.1%,0-0,-,0,,,,,,,,,,,,F (La Jolla)
1958,25,17,8,68.0%,35-16,68.6%,273-182,60.0%,0-0,-,0,,,,,,,,,,,,W (2x)
1957,32,25,7,78.1%,49-17,74.2%,348-225,60.7%,0-0,-,0,,,,,,,,,,,,W (4x)
1956,31,22,9,71.0%,48-18,72.7%,360-240,60.0%,0-0,-,0,,,,,,,,,,,,W (3x)
1955,23,16,7,69.6%,35-17,67.3%,270-181,59.9%,0-0,-,0,,,,,,,,,,,,W (Ojai)
1954,31,22,9,71.0%,46-20,69.7%,360-218,62.3%,0-0,-,0,,,,,,,,,,,,W (2x)
1953,26,17,9,65.4%,37-19,66.1%,304-222,57.8%,0-0,-,0,,,,,,,,,,,,W (Ojai)
1952,6,4,2,66.7%,8-4,66.7%,64-46,58.2%,0-0,-,0,,,,,,,,,,,,F (Santa Monica)
1951,11,6,5,54.5%,10-13,43.5%,107-110,49.3%,0-0,-,0,,,,,,,,,,,,SF (2x)
