Date,Tournament,Surface,Rd,,Score
31-Aug-1964,Santa Monica,Hard,F,Cheney / George Conway [USA] d. Chris Mattson / Cheney [USA],UNK
25-Aug-1963,Santa Monica,Hard,F,Cheney / George Conway [USA] d. Betsy Lester / Bill Roberti [USA],8-6 6-3
12-Aug-1963,Beverly Hills,Hard,F,Cheney / George Conway [USA] d. Mandy Einstein [USA] / Vladimir Petrovic [YUG],6-4 3-6 6-4
30-Aug-1962,Santa Monica,,F,Cheney / George Conway [USA] d. Barbara Kimbrell / Bruce Campbell [USA],7-5 4-6 8-6
29-Aug-1960,Santa Monica,Hard,F,Cheney / George Conway [USA] d. Mandy Einstein / John Bisch [USA],6-2 6-2
23-Feb-1959,Palm Desert,Hard,F,Cheney / Noel Brown [USA] d. Mandy Einstein / Dennis Ralston [USA],4-6 6-3 6-2
10-Jan-1958,Phoenix Thunderbird,Hard,F,Cheney / Norman Perry [USA] d. Barbara Green / Jimmy Dye [USA],6-2 6-4
