Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Rouen R32,L vs Boisson,2.4%,19.0%,48.6%,4.5%,27.3%,47.6%,12.5%,50.0%,100.0%,0.0%,12.5%,50.0%,0.0%,12.5%,0.0%,-119
2024 Cluj Napoca SF,L vs Pliskova,12.5%,23.4%,42.9%,19.4%,41.9%,60.0%,30.8%,61.1%,100.0%,7.7%,7.7%,25.0%,28.6%,16.7%,20.0%,-47
2023 Hua Hin R32,L vs Andreescu,15.8%,22.8%,37.2%,17.2%,27.6%,45.8%,71.4%,46.7%,50.0%,17.4%,21.7%,26.3%,33.3%,18.2%,0.0%,46
2022 United Cup RR,W vs Inglis,37.0%,51.9%,58.8%,42.9%,60.0%,70.0%,52.6%,37.5%,0.0%,26.3%,36.8%,42.9%,20.0%,57.1%,0.0%,-104
2022 BJK Cup Finals RR,W vs Badosa,21.4%,27.1%,51.9%,16.7%,27.8%,56.7%,56.3%,45.0%,100.0%,29.0%,29.0%,45.5%,40.0%,25.0%,-,3
2022 BJK Cup Finals RR,L vs Rybakina,26.3%,36.8%,37.1%,36.4%,48.5%,33.3%,45.0%,61.5%,66.7%,17.6%,29.4%,42.9%,50.0%,63.6%,0.0%,25
2022 Birmingham R16,L vs Halep,19.6%,28.3%,43.8%,30.8%,42.3%,44.4%,46.2%,30.8%,100.0%,6.7%,13.3%,42.9%,28.6%,50.0%,100.0%,-61
2022 Australian Open R128,L vs Swiatek,8.9%,8.9%,41.7%,7.4%,7.4%,36.0%,30.0%,29.4%,50.0%,11.5%,11.5%,47.8%,43.8%,50.0%,100.0%,0
2021 Montreal R32,L vs Andreescu,23.3%,26.7%,42.9%,30.0%,35.0%,50.0%,30.0%,25.0%,33.3%,18.6%,20.9%,37.1%,5.3%,29.2%,0.0%,-25
2021 Nottingham R64,W vs Raducanu,22.2%,33.3%,41.0%,20.7%,37.9%,52.2%,36.4%,33.3%,100.0%,27.3%,31.8%,25.0%,15.4%,22.2%,50.0%,41
2020 Australian Open R64,L vs Halep,13.3%,15.0%,42.9%,16.3%,18.6%,47.2%,52.6%,33.3%,33.3%,7.1%,7.1%,30.8%,44.4%,60.0%,-,-51
2020 Australian Open R128,W vs Doi,11.6%,21.5%,45.6%,14.7%,29.3%,46.9%,59.5%,21.1%,22.2%,7.1%,9.5%,43.6%,78.6%,10.7%,0.0%,-44
2019 Wimbledon R32,L vs Barty,13.6%,22.7%,36.4%,24.0%,32.0%,31.6%,26.7%,50.0%,50.0%,0.0%,14.3%,42.9%,16.7%,50.0%,-,-119
2019 Australian Open R128,L vs Sharapova,2.6%,5.1%,34.3%,0.0%,4.5%,40.9%,20.0%,16.7%,14.3%,7.1%,7.1%,23.1%,12.5%,0.0%,0.0%,-51
2018 Washington R32,L vs Bencic,17.9%,28.4%,32.7%,24.3%,40.5%,32.1%,42.1%,33.3%,37.5%,11.1%,14.8%,33.3%,15.4%,21.4%,25.0%,-4
2018 Eastbourne R32,L vs Sevastova,15.2%,18.2%,45.3%,17.4%,21.7%,42.1%,38.1%,52.0%,50.0%,11.8%,11.8%,53.3%,0.0%,50.0%,-,-4
Last 52 Weeks (1 matches),,2.4%,19.0%,48.6%,4.5%,27.3%,47.6%,12.5%,50.0%,100.0%,0.0%,12.5%,50.0%,0.0%,12.5%,0.0%,-119
Career (16 matches),,16.8%,24.5%,42.9%,20.5%,31.7%,46.2%,43.8%,37.8%,44.8%,13.9%,17.8%,38.4%,28.2%,30.7%,18.8%,19
