Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,18,12,6,66.7%,24-15,61.5%,191-158,54.7%,1-2,33.3%,18,66.3%,43.4%,2.1%,4.7%,53.8%,65.3%,47.7%,57.2%,48.3%,52.7%,1.13,F (2x)
2025,28,20,8,71.4%,38-21,64.4%,286-231,55.3%,3-2,60.0%,28,66.1%,46.2%,2.8%,4.7%,57.0%,65.3%,47.0%,57.4%,48.5%,52.9%,1.14,W (2x)
2024,13,6,7,46.2%,16-18,47.1%,149-151,49.7%,0-1,0.0%,10,57.5%,40.4%,2.0%,8.7%,51.7%,61.4%,44.8%,53.4%,45.7%,49.6%,0.98,F (Canberra 125)
2023,35,23,12,65.7%,52-26,66.7%,408-289,58.5%,3-3,50.0%,0,,,,,,,,,,,,W (W25 Nottingham)
2022,5,1,4,20.0%,5-8,38.5%,69-65,51.5%,0-3,0.0%,3,61.5%,48.7%,2.3%,4.2%,56.2%,56.8%,50.0%,53.8%,50.0%,51.9%,1.08,R16 (Rouen 125)
2021,16,10,6,62.5%,23-16,59.0%,202-181,52.7%,2-5,28.6%,4,54.0%,31.3%,1.7%,4.0%,50.9%,61.9%,43.5%,52.9%,42.7%,47.9%,0.91,F (W80 Tyler TX)
2020,12,7,5,58.3%,15-12,55.6%,127-115,52.5%,0-1,0.0%,3,52.9%,48.6%,1.4%,7.8%,54.8%,58.0%,40.8%,50.2%,48.9%,49.5%,0.98,F (W25 Cherbourg-en-Cotentin)
2019,16,10,6,62.5%,20-17,54.1%,181-158,53.4%,2-1,66.7%,0,,,,,,,,,,,,F (W25 Sunderland)
2018,43,32,11,74.4%,68-29,70.1%,504-360,58.3%,3-1,75.0%,0,,,,,,,,,,,,W (2x)
2017,40,20,20,50.0%,49-43,53.3%,448-405,52.5%,3-7,30.0%,0,,,,,,,,,,,,SF (4x)
2016,40,23,17,57.5%,47-38,55.3%,415-379,52.3%,8-1,88.9%,0,,,,,,,,,,,,F (Goyang $25K)
2015,40,21,19,52.5%,43-44,49.4%,398-386,50.8%,3-4,42.9%,0,,,,,,,,,,,,F (Jiangmen $10K)
2014,55,36,19,65.5%,80-45,64.0%,636-476,57.2%,3-5,37.5%,0,,,,,,,,,,,,W (2x)
2013,10,5,5,50.0%,11-10,52.4%,88-83,51.5%,1-0,100.0%,0,,,,,,,,,,,,SF (Sharm El Sheikh 10K)
2012,15,10,5,66.7%,21-12,63.6%,158-134,54.1%,1-0,100.0%,0,,,,,,,,,,,,F (Edgbaston 10K)
2011,4,1,3,25.0%,2-6,25.0%,23-39,37.1%,0-0,-,0,,,,,,,,,,,,R16 (Sunderland 10K)
Career,390,237,153,60.8%,514-360,58.8%,4283-3610,54.3%,33-36,47.8%,66,62.9%,43.7%,2.3%,5.5%,54.6%,63.5%,46.3%,55.7%,47.7%,51.7%,1.08,
