Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Katie Boulter [GBR],2,5,28.6%,2,2,0,100.0%,2016,2024,4,0.88,2.2%,8.7%,52.7%,68.6%,37.3%,53.8%,40.7%,53.3%,35.1%
5,Nuria Parrizas Diaz [ESP],3,2,60.0%,0,0,0,-,2014,2024,4,1.06,2.3%,5.7%,56.7%,62.4%,41.2%,53.2%,49.7%,52.9%,28.6%
4,Viktoria Hruncakova [SVK],1,3,25.0%,1,1,0,100.0%,2016,2025,3,0.98,6.3%,3.7%,58.3%,70.9%,40.7%,58.3%,40.8%,64.9%,20.5%
4,Nao Hibino [JPN],1,3,25.0%,0,0,0,-,2015,2025,3,1.03,2.7%,7.1%,54.0%,63.9%,46.2%,55.8%,45.4%,62.9%,48.0%
4,Chloe Paquet [FRA],4,0,100.0%,0,0,0,-,2018,2024,3,1.24,3.8%,4.7%,54.2%,68.8%,46.3%,58.5%,51.5%,71.0%,59.4%
4,Yulia Putintseva [KAZ],0,4,0.0%,1,0,1,0.0%,2019,2024,4,0.80,0.4%,5.3%,56.9%,55.7%,38.9%,48.5%,41.1%,50.0%,40.7%
4,Veronika Kudermetova [RUS],0,4,0.0%,1,0,1,0.0%,2017,2023,2,0.82,1.7%,9.1%,46.3%,71.4%,33.8%,51.2%,39.9%,46.7%,38.5%
4,Bianca Andreescu [CAN],1,3,25.0%,3,2,1,66.7%,2016,2023,2,0.82,0.7%,5.6%,48.3%,60.9%,40.5%,50.3%,40.6%,26.7%,60.0%
4,Klaartje Liebens [BEL],0,4,0.0%,0,0,0,-,2013,2016,0,,,,,,,,,,
3,Ayla Aksu [USA],1,2,33.3%,0,0,0,-,2016,2026,1,1.30,5.1%,7.7%,51.3%,70.0%,68.4%,69.2%,40.0%,100.0%,14.3%
3,Mananchaya Sawangkaew [THA],2,1,66.7%,0,0,0,-,2017,2026,1,0.65,0.0%,10.4%,54.2%,61.5%,31.8%,47.9%,34.1%,0.0%,100.0%
3,Diane Parry [FRA],1,2,33.3%,1,1,0,100.0%,2023,2026,3,1.00,3.5%,3.0%,59.9%,63.6%,45.7%,56.4%,43.6%,43.5%,45.8%
3,Valeriya Strakhova [UKR],1,2,33.3%,0,0,0,-,2014,2025,1,1.38,3.4%,10.3%,53.4%,67.7%,40.7%,55.2%,61.8%,62.5%,70.0%
3,Anna Bondar [HUN],1,2,33.3%,3,1,2,33.3%,2022,2025,3,0.97,4.3%,8.1%,58.6%,75.6%,47.1%,63.8%,35.1%,63.2%,31.6%
3,Xin Yu Wang [CHN],1,2,33.3%,1,1,0,100.0%,2022,2025,3,0.91,1.5%,6.3%,53.2%,60.8%,44.4%,53.2%,42.6%,55.3%,44.4%
