Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,68,24,44,35.3%,60-97,38.2%,666-821,44.8%,12-13,48.0%,63,57.0%,32.7%,2.8%,5.6%,53.3%,61.3%,43.5%,53.0%,43.2%,48.0%,0.92
Clay,12,1,11,8.3%,4-23,14.8%,87-154,36.1%,1-2,33.3%,12,50.0%,22.1%,1.5%,7.0%,57.8%,58.8%,37.9%,50.0%,39.8%,44.5%,0.80
Grass,48,22,26,45.8%,58-66,46.8%,576-607,48.7%,10-4,71.4%,48,65.0%,32.1%,3.0%,5.4%,57.4%,64.4%,45.9%,56.5%,42.4%,49.5%,0.98
Grand Slams,27,9,18,33.3%,25-42,37.3%,261-349,42.8%,7-3,70.0%,27,53.0%,32.0%,3.0%,5.9%,57.6%,59.1%,40.7%,51.3%,42.8%,47.1%,0.88
Premiers,27,13,14,48.1%,28-38,42.4%,289-326,47.0%,3-5,37.5%,27,61.5%,33.5%,2.4%,5.2%,55.3%,61.9%,46.6%,55.1%,42.9%,48.9%,0.95
Internationals,59,21,38,35.6%,55-83,39.9%,619-709,46.6%,9-8,52.9%,59,62.5%,30.8%,3.0%,5.5%,54.2%,64.6%,45.0%,55.6%,42.2%,48.8%,0.95
Semi-finals,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,44.4%,22.2%,3.1%,9.4%,50.0%,65.6%,25.0%,45.3%,41.1%,43.3%,0.75
Quarter-finals,6,1,5,16.7%,4-10,28.6%,52-74,41.3%,0-0,-,6,57.1%,25.4%,2.5%,7.2%,53.7%,59.5%,45.0%,52.8%,40.2%,46.5%,0.85
vs Righties,114,41,73,36.0%,109-165,39.8%,1194-1404,46.0%,19-18,51.4%,109,60.0%,32.0%,2.7%,5.7%,55.0%,63.1%,43.6%,54.3%,42.7%,48.5%,0.94
vs Lefties,13,6,7,46.2%,13-19,40.6%,131-166,44.1%,4-1,80.0%,13,59.3%,28.4%,2.8%,4.9%,59.4%,57.3%,48.7%,53.8%,41.8%,47.7%,0.90
vs Top 10,9,1,8,11.1%,6-17,26.1%,69-127,35.2%,2-1,66.7%,8,45.8%,25.6%,2.8%,5.7%,57.8%,55.1%,38.4%,48.0%,39.0%,43.6%,0.75
