Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Rouen R32,L vs Boisson,0.0%,-,15.2%,86.7%,12.0%,18.8%,16.7%,0.0%,0.0%,8.9%,41.2%,-1,-24
2024 Cluj Napoca SF,L vs Pliskova,0.0%,-,5.8%,57.1%,15.0%,18.2%,100.0%,14.8%,61.5%,0.0%,-,5,-8
2023 Hua Hin R32,L vs Andreescu,0.0%,-,10.4%,58.3%,13.3%,23.5%,100.0%,10.6%,11.1%,1.6%,0.0%,-33,-45
2022 United Cup RR,W vs Inglis,0.0%,-,7.0%,87.5%,17.1%,38.5%,0.0%,22.5%,50.0%,1.0%,50.0%,23,44
2022 BJK Cup Finals RR,W vs Badosa,0.0%,-,4.6%,83.3%,9.8%,20.0%,0.0%,11.9%,21.4%,1.6%,25.0%,-35,-34
2022 BJK Cup Finals RR,L vs Rybakina,0.0%,-,3.6%,75.0%,15.6%,33.3%,0.0%,17.0%,30.0%,0.7%,0.0%,-51,14
2022 Birmingham R16,L vs Halep,0.0%,-,2.3%,50.0%,17.6%,18.8%,0.0%,2.7%,0.0%,1.6%,50.0%,90,77
2022 Australian Open R128,L vs Swiatek,0.0%,-,3.0%,100.0%,14.1%,29.4%,0.0%,5.7%,19.0%,0.0%,-,-10,-23
2021 Montreal R32,L vs Andreescu,0.0%,-,7.2%,83.3%,14.1%,29.2%,0.0%,9.0%,35.7%,1.6%,0.0%,-73,-51
2021 Nottingham R64,W vs Raducanu,0.0%,-,7.1%,87.5%,21.9%,28.6%,100.0%,11.4%,33.3%,4.0%,57.1%,70,43
2020 Australian Open R64,L vs Halep,0.0%,-,7.5%,77.8%,6.3%,4.0%,0.0%,12.0%,20.0%,2.9%,37.5%,9,-4
2020 Australian Open R128,W vs Doi,0.0%,-,6.6%,75.0%,12.0%,20.8%,6.5%,13.6%,25.0%,0.6%,33.3%,-31,-41
2019 Wimbledon R32,L vs Barty,0.0%,-,8.4%,85.7%,14.5%,22.2%,0.0%,3.4%,12.5%,2.3%,0.0%,12,9
2019 Australian Open R128,L vs Sharapova,0.0%,-,8.3%,28.6%,11.1%,20.0%,0.0%,16.7%,30.8%,2.2%,0.0%,-118,-127
2018 Washington R32,L vs Bencic,0.0%,-,7.1%,60.0%,17.4%,24.2%,0.0%,7.0%,19.0%,0.0%,-,48,41
2018 Eastbourne R32,L vs Sevastova,0.0%,-,15.9%,71.4%,11.9%,6.8%,0.0%,15.7%,33.3%,2.1%,40.0%,72,42
Last 52 Weeks (1 matches),,0.0%,-,15.2%,86.7%,12.0%,18.8%,16.7%,0.0%,0.0%,8.9%,41.2%,-1,-24
Career (16 matches),,0.0%,-,7.5%,73.5%,13.5%,20.3%,12.8%,11.3%,25.6%,1.8%,32.3%,-5,-9
