Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Rouen R32,L vs Boisson,38% (3/8),0% (0/3),0/3,57% (4/7),0% (0/4),0/0,0/0,0/1,0/0,0/0
2024 US Open R64,L vs Kostyuk,33% (3/9),100% (3/3),2/4,70% (7/10),14% (1/7),1/3,0/2,0/1,0/0,0/1
2024 US Open R128,W vs Paquet,75% (6/8),100% (6/6),1/1,57% (4/7),75% (3/4),4/4,0/0,0/0,0/0,0/0
2024 Wimbledon R32,L vs Wang,64% (9/14),67% (6/9),2/6,53% (8/15),13% (1/8),3/5,0/0,0/1,0/0,0/1
2024 Wimbledon R64,W vs Boulter,50% (7/14),57% (4/7),1/3,33% (5/15),40% (2/5),3/4,1/1,3/3,0/0,2/2
2024 Wimbledon R128,W vs Bai,63% (5/8),80% (4/5),0/0,13% (1/8),100% (1/1),2/2,0/0,0/0,0/0,0/0
2024 Cluj-Napoca SF,L vs Pliskova,22% (2/9),100% (2/2),2/4,78% (7/9),29% (2/7),2/2,0/0,1/2,0/0,1/1
2023 Wimbledon R128,L vs Parry,50% (7/14),57% (4/7),2/6,57% (8/14),0% (0/8),3/4,0/0,1/3,0/0,0/1
2023 Hua Hin R32,L vs Andreescu,33% (3/9),100% (3/3),1/4,60% (6/10),0% (0/6),1/3,0/0,1/3,0/0,1/2
2023 United Cup RR,W vs Inglis,30% (3/10),100% (3/3),0/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
2022 BJK Cup Finals RR: ESP vs GBR RR,W vs Badosa,50% (5/10),80% (4/5),1/1,44% (4/9),75% (3/4),1/2,0/1,0/0,0/0,0/0
2022 BJK Cup Finals RR: KAZ vs GBR RR,L vs Rybakina,22% (2/9),50% (1/2),0/4,63% (5/8),20% (1/5),1/1,0/0,0/0,0/0,0/0
2022 US Open R64,L vs Galfi,13% (1/8),100% (1/1),0/5,63% (5/8),0% (0/5),1/1,0/0,1/1,0/0,0/0
2022 US Open R128,W vs Kasatkina,57% (8/14),100% (8/8),5/9,93% (13/14),31% (4/13),2/7,1/1,0/0,1/1,0/0
2022 Wimbledon R64,L vs Pegula,38% (5/13),80% (4/5),2/6,62% (8/13),13% (1/8),1/4,1/1,1/2,0/0,0/1
2022 Wimbledon R128,W vs Masarova,67% (6/9),100% (6/6),1/2,50% (4/8),50% (2/4),3/4,0/1,0/0,0/1,0/0
2022 Birmingham R16,L vs Halep,11% (1/9),100% (1/1),0/4,50% (4/8),0% (0/4),1/1,0/0,1/1,0/0,0/0
2022 Australian Open R128,L vs Swiatek,25% (2/8),50% (1/2),0/5,86% (6/7),17% (1/6),1/1,0/0,0/0,0/0,0/0
2021 US Open R128,L vs Garcia,40% (6/15),67% (4/6),2/6,67% (10/15),30% (3/10),2/4,0/1,3/3,0/0,1/1
2021 Montreal R32,L vs Andreescu,38% (5/13),60% (3/5),1/5,42% (5/12),0% (0/5),1/3,1/1,0/0,0/0,0/0
2025 (1 matches),,37.5%,0.0%,0.0%,57.1%,0.0%,-,-,0.0%,-,-
2024 (6 matches),,51.6%,78.1%,44.4%,50.0%,31.3%,75.0%,33.3%,57.1%,-,60.0%
2023 (3 matches),,39.4%,76.9%,27.3%,47.1%,6.3%,70.0%,100.0%,33.3%,100.0%,33.3%
2022 (8 matches),,37.5%,86.7%,25.0%,65.3%,24.5%,52.4%,50.0%,75.0%,50.0%,0.0%
2021 (4 matches),,45.7%,71.4%,36.8%,54.5%,12.5%,61.5%,50.0%,80.0%,-,50.0%
Career (129 matches),,48.5%,78.4%,37.7%,53.2%,22.5%,61.6%,64.4%,54.1%,65.1%,47.5%
