Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
23-Feb-2026,W75 Porto,Hard,F,173,171,Anouk Koevermans [NED] d. Dart,6-2 1-0,0.51,0.0%,9.1%,54.5%,50.0%,33.3%,2/5,0:53
26-Jan-2026,W100 Fujairah,Hard,F,170,155,Lilli Tagger [AUT] d. Dart,6-4 6-2,0.80,0.0%,3.6%,66.1%,56.8%,31.6%,6/11,1:39
27-Oct-2025,W75 Toronto,Hard,F,224,285,Dart d. Fiona Crawley [USA],6-2 6-2,2.71,7.3%,2.4%,58.5%,87.5%,70.6%,2/2,1:03
22-Sep-2025,W35 Monastir,Hard,F,246,486,Dart d. Alina Granwehr [SUI],6-1 3-6 6-2,1.19,2.3%,5.7%,58.6%,62.7%,52.8%,5/8,2:27
03-Mar-2025,W75 Porto,Hard,F,116,188,Victoria Mboko [CAN] d. Dart,6-1 6-1,0.55,0.0%,23.1%,53.8%,42.9%,16.7%,0/6,0:53
01-Jan-2024,Canberra 125,Hard,F,120,123,Nuria Parrizas Diaz [ESP] d. Dart,6-4 6-3,0.78,2.9%,5.7%,57.1%,65.0%,36.7%,5/9,1:36
13-Nov-2023,W100 Takasaki,Hard,F,140,107,(5) Yue Yuan [CHN] d. Dart,5-7 7-5 6-0,,,,,,,,
09-Oct-2023,W40 Quinta do Lago,Hard,F,145,201,Gabriela Andrea Knutson [CZE] d. (3) Dart,6-4 6-1,,,,,,,,
01-May-2023,W25 Nottingham,Hard,F,140,725,(1) Dart d. (Q) Taylah Preston [AUS],6-0 6-2,,,,,,,,
25-Oct-2021,W80 Tyler TX,Hard,F,136,107,(4) Misaki Doi [JPN] d. (5) Dart,7-6(5) 6-2,,,,,,,,
