Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Kostyuk,84.7,92.8,3.9,95.2,90.0,100,83,75.5,7.1,70.5,76.0,96,64
2024 US Open R128,W vs Paquet,84.8,95.0,2.6,95.9,93.9,100,89,68.3,4.5,69.0,,82,61
2024 Wimbledon R32,L vs Wang,83.2,90.4,5.7,90.1,88.2,100,66,68.2,5.3,69.0,67.0,82,62
2024 Wimbledon R64,W vs Boulter,84.9,93.6,3.6,95.3,91.3,100,82,71.5,4.8,75.4,68.0,82,62
2024 Wimbledon R128,W vs Bai,86.5,94.8,3.2,96.1,94.2,101,89,73.4,4.1,73.5,,83,68
2023 Wimbledon R128,L vs Parry,82.0,89.8,6.0,94.2,87.1,102,76,70.7,4.7,74.9,69.0,86,63
2022 US Open R64,L vs Galfi,79.6,93.0,8.7,97.4,82.0,101,62,69.4,3.2,70.3,,76,65
2022 US Open R128,W vs Kasatkina,83.0,90.0,8.3,93.9,89.3,101,63,70.4,8.9,68.0,65.0,112,61
2022 Wimbledon R64,L vs Pegula,86.4,93.4,6.1,96.1,89.2,102,66,76.8,4.6,81.3,77.0,86,69
2022 Wimbledon R128,W vs Masarova,87.5,93.8,4.0,96.6,90.0,100,82,76.0,4.5,71.0,74.0,82,67
2021 US Open R128,L vs Garcia,83.8,94.8,7.7,95.9,92.8,103,67,71.0,4.9,82.0,70.5,88,63
2021 Wimbledon R128,L vs Mertens,83.2,93.8,3.5,96.0,91.6,100,82,73.6,3.8,76.0,72.5,82,67
2019 Wimbledon R32,L vs Barty,86.6,93.9,4.0,97.1,91.7,100,85,73.4,5.9,77.3,79.0,85,63
2019 Wimbledon R64,W vs Haddad Maia,83.4,90.7,5.4,93.8,88.6,98,73,69.0,4.8,67.0,68.8,79,61
2018 Wimbledon R128,L vs Pliskova,86.8,92.6,5.3,95.2,90.0,100,72,74.4,6.2,76.0,75.8,91,65
Career (15 matches),,84.4,92.5,5.3,95.0,89.7,103,62,71.9,5.2,73.8,71.6,112,61
