Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Rouen R32,L vs Boisson,1.02,0.62,45.3,2.0,0.0%,50.0%,0.0%,40.0%,33.3%,33.3%
2024 US Open R64,L vs Kostyuk,1.32,0.97,71.8,3.6,0.0%,37.8%,0.0%,48.6%,51.6%,31.0%
2024 US Open R128,W vs Paquet,1.22,1.90,37.6,2.1,0.0%,55.2%,14.8%,63.0%,60.9%,66.7%
2024 Wimbledon R32,L vs Wang,0.88,0.88,76.6,9.3,1.8%,50.9%,1.9%,54.7%,43.1%,52.1%
2024 Wimbledon R64,W vs Boulter,1.01,1.18,99.8,32.9,0.0%,64.4%,0.0%,61.8%,44.4%,41.4%
2024 Wimbledon R128,W vs Bai,1.09,1.70,48.2,2.2,0.0%,66.7%,4.0%,68.0%,40.7%,61.5%
2024 Cluj-Napoca SF,L vs Pliskova,0.87,0.66,40.2,2.0,3.0%,36.4%,3.2%,54.8%,39.3%,42.9%
2023 Wimbledon R128,L vs Parry,0.93,0.84,70.1,4.7,4.3%,58.7%,4.9%,43.9%,38.5%,49.0%
2023 Hua Hin R32,L vs Andreescu,0.88,0.67,46.2,2.2,0.0%,50.0%,0.0%,37.0%,36.7%,50.0%
2023 United Cup RR,W vs Inglis,1.06,1.73,48.8,2.3,14.8%,74.1%,3.7%,74.1%,38.7%,46.7%
2022 BJK Cup Finals RR: ESP vs GBR RR,W vs Badosa,1.21,1.34,52.6,2.0,0.0%,63.9%,0.0%,55.9%,39.4%,50.0%
2022 BJK Cup Finals RR: KAZ vs GBR RR,L vs Rybakina,0.92,0.61,48.5,2.1,3.4%,62.1%,3.6%,35.7%,32.1%,36.0%
2022 US Open R64,L vs Galfi,0.93,0.40,33.9,2.0,8.0%,48.0%,4.3%,43.5%,13.6%,35.3%
2022 US Open R128,W vs Kasatkina,1.24,1.11,86.0,5.5,8.0%,48.0%,0.0%,36.2%,49.1%,54.9%
2022 Wimbledon R64,L vs Pegula,0.94,0.76,48.9,4.0,0.0%,51.3%,5.6%,47.2%,39.5%,42.5%
2022 Wimbledon R128,W vs Masarova,1.13,1.54,39.2,2.0,3.2%,61.3%,3.3%,56.7%,45.2%,67.9%
2022 Birmingham R16,L vs Halep,1.03,0.39,36.9,2.7,4.0%,52.0%,0.0%,47.6%,13.0%,26.3%
2022 Australian Open R128,L vs Swiatek,1.07,0.52,40.6,2.8,0.0%,62.1%,0.0%,25.9%,20.8%,35.0%
2021 US Open R128,L vs Garcia,1.00,0.87,67.7,7.4,5.1%,52.5%,3.4%,50.0%,46.6%,37.3%
2021 Montreal R32,L vs Andreescu,0.96,0.82,68.4,3.2,2.3%,59.1%,0.0%,50.0%,31.0%,47.4%
2025 (1 matches),,1.02,0.62,45.3,2.0,0.0%,50.0%,0.0%,40.0%,33.3%,33.3%
2024 (6 matches),,1.03,1.07,69.5,3.2,0.8%,52.5%,3.1%,57.9%,45.7%,47.6%
2023 (3 matches),,0.95,0.92,57.7,2.7,5.8%,60.2%,3.2%,50.5%,38.1%,48.6%
2022 (8 matches),,1.08,0.86,52.5,2.6,3.4%,55.7%,2.0%,43.5%,35.0%,46.1%
2021 (4 matches),,1.02,0.91,59.4,2.8,3.1%,50.9%,1.9%,52.6%,41.8%,44.0%
Career (129 matches),,1.01,0.98,56.5,2.7,2.2%,54.3%,1.6%,53.0%,44.5%,45.6%
