Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2014 Medellin CH R16,L vs Ghem,15% (2/13),50% (1/2),0/3,38% (5/13),40% (2/5),1/1,1/1,1/1,0/0,1/1
2014 Medellin CH R32,W vs Jarry,36% (4/11),75% (3/4),0/1,30% (3/10),67% (2/3),1/2,0/1,0/0,0/0,0/0
2014 Winston-Salem R64,L vs Rola,30% (3/10),33% (1/3),0/2,36% (4/11),25% (1/4),0/1,0/0,2/3,0/0,0/1
2014 Vancouver CH R32,W vs Smith,40% (4/10),50% (2/4),0/1,18% (2/11),50% (1/2),1/2,1/1,2/2,0/0,0/0
2014 Lexington CH SF,L vs Ward,11% (1/9),100% (1/1),0/3,56% (5/9),20% (1/5),1/1,0/0,0/1,0/0,0/1
2014 Lexington CH QF,W vs Mcgee,44% (4/9),75% (3/4),1/1,10% (1/10),0% (0/1),3/3,2/2,0/0,1/1,0/0
2014 Lexington CH R16,W vs Moriya,57% (8/14),38% (3/8),0/1,7% (1/14),0% (0/1),1/1,0/0,1/1,0/0,0/0
2014 Lexington CH R32,W vs Nishioka,50% (4/8),75% (3/4),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2014 Binghamton CH F,L vs Stakhovsky,18% (2/11),50% (1/2),0/2,27% (3/11),33% (1/3),1/1,0/0,1/1,0/0,0/0
2014 Binghamton CH SF,W vs Garanganga,71% (5/7),80% (4/5),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2014 Binghamton CH R16,W vs Crepaldi,71% (5/7),80% (4/5),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2014 Binghamton CH R32,W vs Novikov,20% (3/15),100% (3/3),0/2,25% (4/16),25% (1/4),2/3,2/2,1/2,1/1,1/1
2014 Newport R32,L vs Isner,9% (1/11),0% (0/1),0/1,10% (1/10),0% (0/1),0/0,0/0,1/1,0/0,0/0
2014 Kosice CH R32,L vs Koniusz,67% (10/15),50% (5/10),0/4,47% (7/15),14% (1/7),3/5,1/1,2/4,0/0,1/2
2014 Furth CH R32,L vs Sorensen,44% (7/16),57% (4/7),1/6,50% (8/16),25% (2/8),3/3,0/0,0/0,0/0,0/0
2014 Santos CH R16,W vs Eriksson,50% (6/12),83% (5/6),0/1,27% (3/11),33% (1/3),4/4,1/1,0/1,0/0,0/0
2014 Santos CH R32,W vs Brizzi,56% (5/9),100% (5/5),1/2,33% (3/9),33% (1/3),3/3,0/0,0/0,0/0,0/0
2014 Santiago CH QF,L vs Sorensen,11% (1/9),0% (0/1),0/1,56% (5/9),40% (2/5),0/0,0/0,0/2,0/0,0/1
2014 Santiago CH R16,W vs Gomez,53% (8/15),38% (3/8),0/2,27% (4/15),50% (2/4),2/2,0/0,0/0,0/0,0/0
2014 Santiago CH R32,W vs Trungelliti,31% (5/16),60% (3/5),1/3,31% (5/16),40% (2/5),2/2,0/0,1/1,0/0,1/1
2014 (27 matches),,36.0%,62.4%,12.5%,30.8%,37.9%,85.5%,85.0%,59.3%,100.0%,40.0%
2013 (36 matches),,41.6%,75.3%,26.3%,39.7%,31.3%,73.6%,67.5%,68.2%,82.4%,73.7%
2012 (32 matches),,37.7%,70.9%,26.9%,35.4%,34.6%,79.3%,78.6%,78.8%,86.7%,63.6%
2011 (4 matches),,45.5%,65.0%,40.0%,20.5%,44.4%,80.0%,75.0%,100.0%,50.0%,100.0%
Career (99 matches),,39.0%,70.2%,23.9%,35.2%,34.3%,78.2%,75.0%,70.6%,85.4%,63.4%
