Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2014 Medellin CH R16,L vs Ghem,83% (10/12),33% (1/3),1/1,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2014 Medellin CH R32,W vs Jarry,60% (9/15),50% (3/6),2/3,1/1,67% (2/3),0/0,0/0,100% (4/4),75% (3/4)
2014 Winston-Salem R64,L vs Rola,67% (8/12),25% (1/4),0/0,0/0,73% (8/11),1/3,0/1,50% (3/6),20% (1/5)
2014 Vancouver CH R32,W vs Smith,63% (10/16),33% (2/6),2/3,1/2,50% (1/2),1/1,0/0,75% (6/8),38% (3/8)
2014 Lexington CH SF,L vs Ward,63% (5/8),100% (1/1),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2014 Lexington CH QF,W vs Mcgee,69% (9/13),60% (3/5),2/4,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2014 Lexington CH R16,W vs Moriya,81% (13/16),20% (3/15),2/2,1/1,0% (0/1),0/1,0/0,- (0/0),- (0/0)
2014 Lexington CH R32,W vs Nishioka,82% (9/11),60% (3/5),2/3,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2014 Binghamton CH F,L vs Stakhovsky,64% (9/14),50% (1/2),0/2,0/0,67% (4/6),2/4,2/3,80% (8/10),10% (1/10)
2014 Binghamton CH SF,W vs Garanganga,100% (8/8),50% (4/8),2/4,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2014 Binghamton CH R16,W vs Crepaldi,57% (8/14),67% (4/6),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2014 Binghamton CH R32,W vs Novikov,87% (13/15),100% (3/3),2/2,1/1,40% (2/5),0/1,0/0,- (0/0),- (0/0)
2014 Newport R32,L vs Isner,75% (9/12),0% (0/2),0/0,0/0,50% (1/2),2/4,2/3,57% (4/7),29% (2/7)
2014 Kosice CH R32,L vs Koniusz,60% (9/15),28% (5/18),1/1,0/0,14% (1/7),2/4,2/3,- (0/0),- (0/0)
2014 Furth CH R32,L vs Sorensen,63% (10/16),40% (4/10),1/1,0/0,50% (6/12),2/4,2/3,- (0/0),- (0/0)
2014 Santos CH R16,W vs Eriksson,64% (9/14),45% (5/11),2/5,1/1,67% (4/6),2/3,0/0,- (0/0),- (0/0)
2014 Santos CH R32,W vs Brizzi,39% (7/18),71% (5/7),2/3,1/2,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2014 Santiago CH QF,L vs Sorensen,55% (6/11),0% (0/1),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2014 Santiago CH R16,W vs Gomez,42% (13/31),21% (3/14),2/4,1/2,78% (7/9),3/4,0/0,67% (4/6),50% (3/6)
2014 Santiago CH R32,W vs Trungelliti,59% (13/22),50% (3/6),2/5,1/3,75% (9/12),0/1,0/0,83% (5/6),33% (2/6)
2014 (27 matches),,62.4%,40.7%,54.4%,51.5%,59.6%,40.9%,44.4%,74.2%,35.9%
2013 (36 matches),,62.3%,44.1%,53.3%,71.4%,61.4%,48.7%,52.9%,66.7%,29.7%
2012 (32 matches),,66.4%,48.0%,63.9%,53.1%,59.7%,29.4%,25.0%,63.6%,35.6%
2011 (4 matches),,67.2%,50.0%,50.0%,42.9%,68.8%,66.7%,50.0%,61.5%,23.1%
Career (99 matches),,63.8%,44.6%,56.2%,57.0%,60.6%,42.2%,43.2%,68.2%,32.7%
