Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,4,2,2,50.0%,4-5,44.4%,44-45,49.4%,1-1,50.0%,4,79.5%,18.6%,9.5%,4.7%,64.4%,68.4%,54.1%,63.3%,36.4%,49.6%,0.99,R16 (2x)
2014,34,20,14,58.8%,43-29,59.7%,370-341,52.0%,8-3,72.7%,32,78.3%,23.3%,4.3%,3.8%,61.7%,68.9%,51.9%,62.4%,38.0%,50.4%,1.01,W (Chitre)
2013,37,23,14,62.2%,50-33,60.2%,427-354,54.7%,6-6,50.0%,37,74.5%,34.6%,3.4%,4.4%,62.9%,66.3%,52.0%,61.0%,43.1%,52.0%,1.10,F (3x)
2012,36,22,14,61.1%,48-31,60.8%,418-342,55.0%,2-5,28.6%,33,78.7%,31.5%,6.1%,5.1%,60.1%,70.4%,53.2%,63.5%,41.1%,52.3%,1.13,W (Bucaramanga)
2011,49,34,15,69.4%,76-34,69.1%,576-428,57.4%,7-6,53.8%,47,82.9%,31.8%,6.0%,3.1%,65.4%,71.6%,52.8%,65.1%,41.9%,53.4%,1.20,W (2x)
2009,25,16,9,64.0%,33-22,60.0%,295-255,53.6%,5-7,41.7%,0,,,,,,,,,,,,W (Carson)
2008,27,17,10,63.0%,34-25,57.6%,295-251,54.0%,4-4,50.0%,0,,,,,,,,,,,,SF (3x)
2007,44,27,17,61.4%,61-40,60.4%,520-463,52.9%,9-7,56.3%,0,,,,,,,,,,,,W (Sacramento)
2006,47,22,25,46.8%,51-53,49.0%,522-533,49.5%,10-10,50.0%,0,,,,,,,,,,,,W (Milan)
2005,16,4,12,25.0%,11-21,34.4%,130-167,43.8%,2-1,66.7%,0,,,,,,,,,,,,R16 (4x)
2004,4,2,2,50.0%,4-6,40.0%,44-52,45.8%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
2003,4,1,3,25.0%,3-6,33.3%,38-48,44.2%,0-0,-,0,,,,,,,,,,,,R16 (Atlantic City)
2002,3,1,2,33.3%,4-4,50.0%,37-42,46.8%,1-0,100.0%,0,,,,,,,,,,,,R16 (Lexington)
Career,330,191,139,57.9%,422-309,57.7%,3716-3321,52.8%,56-51,52.3%,153,78.9%,30.2%,5.1%,4.1%,62.8%,69.3%,52.5%,63.1%,41.0%,52.1%,1.11,
