Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,63,22,41,34.9%,63-106,37.3%,760-884,46.2%,11-13,45.8%,61,73.0%,19.5%,7.0%,3.5%,62.3%,67.4%,50.0%,60.8%,35.5%,48.3%,0.91
Clay,33,19,14,57.6%,45-36,55.6%,403-389,50.9%,8-2,80.0%,33,73.6%,26.9%,5.0%,2.9%,60.3%,66.2%,50.7%,60.0%,40.3%,50.4%,1.01
Grass,5,0,5,0.0%,4-12,25.0%,67-91,42.4%,1-2,33.3%,5,68.4%,17.7%,5.1%,3.0%,66.1%,63.5%,51.5%,59.4%,34.1%,46.8%,0.84
Grand Slams,21,5,16,23.8%,26-52,33.3%,345-418,45.2%,6-5,54.5%,21,71.8%,18.1%,6.0%,3.1%,62.4%,66.1%,49.8%,60.0%,35.9%,48.1%,0.90
Masters,11,3,8,27.3%,10-18,35.7%,128-149,46.2%,2-3,40.0%,11,73.9%,19.6%,5.6%,2.5%,64.6%,65.0%,51.9%,60.4%,34.8%,47.6%,0.88
Other Tours,69,33,36,47.8%,76-84,47.5%,757-797,48.7%,12-9,57.1%,67,73.3%,23.7%,6.4%,3.6%,61.1%,67.4%,50.3%,60.7%,37.8%,49.4%,0.96
Best of 5,21,5,16,23.8%,26-52,33.3%,345-418,45.2%,6-5,54.5%,21,71.8%,18.1%,6.0%,3.1%,62.4%,66.1%,49.8%,60.0%,35.9%,48.1%,0.90
Best of 3,80,36,44,45.0%,86-102,45.7%,885-946,48.3%,14-12,53.8%,78,73.4%,23.1%,6.3%,3.4%,61.7%,67.0%,50.5%,60.7%,37.3%,49.1%,0.95
Finals,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,30.0%,40.0%,5.0%,2.5%,50.0%,47.5%,37.5%,42.5%,46.2%,44.1%,0.80
Semi-finals,3,1,2,33.3%,4-4,50.0%,43-38,53.1%,0-1,0.0%,3,80.5%,25.6%,6.5%,1.5%,62.8%,69.5%,52.6%,63.2%,36.5%,50.3%,0.99
Quarter-finals,7,3,4,42.9%,7-10,41.2%,78-92,45.9%,3-1,75.0%,7,72.3%,18.1%,6.0%,3.6%,58.6%,68.1%,50.7%,60.9%,36.2%,48.5%,0.92
vs Righties,91,38,53,41.8%,104-136,43.3%,1110-1226,47.5%,19-12,61.3%,89,72.7%,21.8%,6.2%,3.4%,61.8%,66.9%,49.3%,60.2%,37.1%,48.8%,0.93
vs Lefties,10,3,7,30.0%,8-18,30.8%,120-138,46.5%,1-5,16.7%,10,75.2%,19.7%,6.2%,2.7%,62.9%,65.2%,59.9%,63.3%,35.2%,49.1%,0.96
vs Top 10,5,0,5,0.0%,2-13,13.3%,53-88,37.6%,0-1,0.0%,5,63.8%,12.7%,5.4%,3.5%,62.0%,64.6%,44.6%,57.0%,32.7%,44.9%,0.76
