Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2014 Medellin CH R16,L vs Ghem,0.89,0.67,46.8,2.1,2.4%,65.9%,10.8%,59.5%,28.6%,27.3%
2014 Medellin CH R32,W vs Jarry,1.15,1.46,49.1,2.3,2.7%,64.9%,0.0%,72.7%,33.3%,47.1%
2014 Winston-Salem R64,L vs Rola,0.90,0.70,55.7,3.0,10.3%,59.0%,2.7%,64.9%,39.4%,19.4%
2014 Vancouver CH R32,W vs Smith,1.06,1.48,61.1,2.1,5.7%,71.4%,6.1%,75.8%,35.9%,37.8%
2014 Lexington CH SF,L vs Ward,1.00,0.55,42.2,3.0,3.3%,46.7%,0.0%,59.3%,41.7%,9.1%
2014 Lexington CH QF,W vs Mcgee,1.13,1.71,42.3,2.1,3.3%,66.7%,0.0%,77.3%,39.4%,48.3%
2014 Lexington CH R16,W vs Moriya,0.98,1.81,66.8,2.2,11.4%,80.0%,6.3%,75.0%,47.1%,34.8%
2014 Lexington CH R32,W vs Nishioka,1.23,1.91,41.1,2.2,3.4%,65.5%,8.3%,79.2%,48.0%,40.0%
2014 Binghamton CH F,L vs Stakhovsky,1.04,0.75,60.9,2.0,2.3%,58.1%,4.8%,69.0%,20.5%,32.4%
2014 Binghamton CH SF,W vs Garanganga,1.12,2.51,32.0,2.0,4.2%,79.2%,15.0%,75.0%,61.5%,39.1%
2014 Binghamton CH R16,W vs Crepaldi,1.33,2.41,31.5,2.0,16.7%,66.7%,9.5%,76.2%,60.0%,43.5%
2014 Binghamton CH R32,W vs Novikov,1.08,1.36,55.9,5.1,8.9%,73.3%,8.1%,67.6%,26.0%,48.9%
2014 Newport R32,L vs Isner,0.74,0.65,54.6,2.1,9.4%,68.8%,14.8%,77.8%,19.4%,29.0%
2014 Kosice CH R32,L vs Koniusz,0.83,0.79,77.1,10.2,0.0%,48.9%,0.0%,55.8%,40.7%,50.9%
2014 Furth CH R32,L vs Sorensen,1.08,0.85,64.4,14.4,0.0%,41.5%,7.8%,62.7%,36.5%,39.1%
2014 Santos CH R16,W vs Eriksson,1.25,1.44,40.3,2.5,2.7%,54.1%,0.0%,69.7%,39.5%,50.0%
2014 Santos CH R32,W vs Brizzi,1.27,1.60,51.8,2.6,2.8%,52.8%,0.0%,62.9%,48.1%,59.1%
2014 Santiago CH QF,L vs Sorensen,0.96,0.60,48.9,2.4,0.0%,54.8%,0.0%,53.3%,26.7%,30.8%
2014 Santiago CH R16,W vs Gomez,1.03,1.16,86.1,12.1,0.0%,66.2%,3.4%,61.0%,38.3%,43.9%
2014 Santiago CH R32,W vs Trungelliti,1.14,1.06,96.9,59.7,1.6%,57.8%,0.0%,63.9%,43.4%,29.4%
2014 (27 matches),,1.06,1.11,58.2,2.8,3.9%,62.5%,4.7%,65.3%,36.4%,39.1%
2013 (36 matches),,1.01,1.05,55.1,2.9,2.7%,59.9%,3.9%,60.4%,38.8%,44.0%
2012 (32 matches),,1.02,1.08,52.0,2.7,6.6%,60.3%,6.4%,65.5%,39.0%,39.6%
2011 (4 matches),,1.08,1.33,54.4,2.4,-,65.7%,-,71.2%,40.5%,37.5%
Career (99 matches),,1.03,1.08,55.0,2.8,3.8%,61.0%,4.6%,63.8%,38.3%,41.1%
