Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2014,5,0,5,0.0%,2-12,14.3%,51-85,37.5%,1-2,33.3%,5,61.2%,13.6%,6.7%,2.9%,60.9%,59.8%,51.7%,56.6%,33.5%,45.4%,0.77,R32 (2x)
2013,5,2,3,40.0%,7-7,50.0%,63-71,47.0%,0-1,0.0%,5,67.2%,27.3%,3.3%,1.9%,67.8%,61.3%,52.9%,58.6%,38.2%,48.7%,0.92,R16 (Acapulco)
2012,10,4,6,40.0%,11-17,39.3%,129-153,45.7%,3-1,75.0%,10,69.3%,21.0%,4.0%,4.3%,59.1%,65.9%,46.7%,58.0%,37.5%,48.0%,0.89,QF (2x)
2011,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,5.0%,5.0%,70.0%,50.0%,16.7%,40.0%,20.0%,30.7%,0.33,R32 (Washington)
2010,14,7,7,50.0%,19-15,55.9%,174-149,53.9%,2-3,40.0%,13,79.0%,27.6%,6.5%,4.4%,58.4%,68.5%,51.6%,61.5%,39.3%,50.9%,1.02,SF (Houston)
2009,23,10,13,43.5%,25-37,40.3%,282-325,46.5%,5-1,83.3%,23,72.2%,20.2%,6.5%,3.0%,62.1%,66.4%,51.5%,60.8%,36.7%,48.7%,0.93,F (Houston)
2008,29,14,15,48.3%,35-36,49.3%,337-342,49.6%,5-3,62.5%,28,73.0%,25.9%,5.6%,3.1%,61.9%,67.9%,48.5%,60.5%,39.4%,49.9%,1.00,SF (Houston)
2007,8,4,4,50.0%,11-14,44.0%,130-132,49.6%,4-4,50.0%,8,84.0%,16.3%,8.5%,3.0%,67.4%,70.9%,55.6%,65.9%,32.2%,48.9%,0.94,R16 (Washington)
2006,1,0,1,0.0%,0-3,0.0%,13-19,40.6%,0-0,-,1,68.8%,12.5%,19.2%,3.0%,64.6%,68.8%,51.4%,62.6%,29.5%,47.1%,0.79,R128 (US Open)
2005,2,0,2,0.0%,0-4,0.0%,17-25,40.5%,0-1,0.0%,2,80.0%,4.8%,6.8%,5.1%,65.0%,64.5%,63.4%,64.1%,31.4%,46.5%,0.87,R32 (Delray Beach)
2004,3,0,3,0.0%,2-7,22.2%,32-51,38.6%,0-1,0.0%,3,65.9%,12.2%,7.8%,2.2%,56.7%,66.4%,44.0%,56.7%,32.8%,45.3%,0.76,R32 (2x)
Career,101,41,60,40.6%,112-154,42.1%,1230-1364,47.4%,20-17,54.1%,99,72.9%,21.6%,6.2%,3.3%,61.9%,66.8%,50.3%,60.5%,36.9%,48.8%,0.93,
