Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,15,8,7,53.3%,8,4,4,50.0%,2006,2015,R64,11,0.98,5.1%,2.7%,64.5%,67.2%,53.4%,62.3%,37.1%,57.3%,32.7%
Roland Garros,4,Clay,8,4,4,50.0%,4,4,0,100.0%,2008,2013,R32,8,0.93,4.6%,1.7%,64.6%,64.4%,48.3%,58.7%,38.4%,60.9%,45.3%
Wimbledon,5,Grass,12,6,6,50.0%,4,2,2,50.0%,2008,2014,R128,4,0.84,4.1%,3.2%,66.6%,61.6%,49.7%,57.6%,35.8%,58.2%,45.2%
US Open,10,Hard,15,5,10,33.3%,5,2,3,40.0%,2004,2014,R64,13,0.93,7.5%,4.1%,60.5%,70.1%,47.5%,61.2%,36.1%,60.2%,33.7%
Houston,6,Clay,16,10,6,62.5%,5,4,1,80.0%,2004,2014,F,16,1.08,5.2%,2.6%,60.4%,67.0%,55.7%,62.5%,40.4%,66.1%,43.4%
Delray Beach,6,Hard,11,5,6,45.5%,3,2,1,66.7%,2004,2014,R16,7,0.95,6.8%,4.1%,58.1%,67.3%,53.7%,61.6%,36.6%,59.6%,28.3%
Indian Wells Masters,6,Hard,10,4,6,40.0%,8,4,4,50.0%,2005,2014,R64,10,0.94,4.8%,2.4%,63.9%,63.2%,53.0%,59.5%,38.2%,59.3%,37.4%
Washington,5,Hard,11,5,6,45.5%,4,2,2,50.0%,2007,2012,R16,11,0.90,8.4%,3.9%,64.6%,69.0%,46.9%,61.1%,34.9%,55.8%,42.0%
Miami Masters,4,Hard,5,1,4,20.0%,6,1,5,16.7%,2009,2014,Q2,3,0.81,4.3%,3.0%,61.9%,61.5%,47.7%,56.3%,35.6%,61.5%,35.3%
Acapulco,2,Hard,6,4,2,66.7%,1,1,0,100.0%,2013,2014,R16,6,1.06,3.3%,3.3%,63.5%,67.4%,43.9%,58.8%,43.7%,60.0%,35.3%
