Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,16,5,11,31.3%,4,2,2,50.0%,2014,2026,R32,14,0.93,5.8%,3.7%,61.9%,69.5%,45.5%,60.4%,36.7%,50.4%,30.5%
Roland Garros,11,Clay,22,11,11,50.0%,8,5,3,62.5%,2014,2024,R32,18,1.00,1.9%,3.5%,66.0%,61.6%,50.7%,57.9%,42.0%,55.4%,41.3%
Wimbledon,9,Grass,10,1,9,10.0%,4,0,4,0.0%,2015,2025,R64,8,0.71,3.6%,3.7%,58.3%,63.5%,48.1%,57.1%,30.7%,59.4%,28.3%
US Open,9,Hard,15,6,9,40.0%,9,3,6,33.3%,2014,2025,R64,15,0.92,4.8%,4.6%,58.3%,69.9%,52.5%,62.6%,34.4%,61.6%,37.1%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2021,2021,R64,0,,,,,,,,,,
Davis Cup,1,,1,1,0,100.0%,0,0,0,-,2025,2025,,0,,,,,,,,,,
Canada Masters,2,Hard,3,1,2,33.3%,2,0,2,0.0%,2024,2025,R64,3,1.00,2.1%,3.2%,51.6%,71.1%,54.9%,63.3%,36.7%,40.0%,31.8%
Umag,3,Clay,6,3,3,50.0%,1,0,1,0.0%,2022,2025,QF,6,1.01,2.0%,3.3%,64.2%,67.5%,45.3%,59.6%,40.9%,66.7%,61.3%
Gstaad,5,Clay,9,4,5,44.4%,4,2,2,50.0%,2018,2025,QF,9,0.91,3.1%,3.5%,63.9%,67.3%,50.9%,61.4%,35.2%,59.6%,37.3%
Rome Masters,5,Clay,10,5,5,50.0%,3,1,2,33.3%,2020,2025,R32,10,0.99,2.0%,2.8%,69.3%,61.5%,52.8%,58.8%,40.9%,60.5%,50.0%
Barcelona,11,Clay,19,7,12,36.8%,4,2,2,50.0%,2012,2025,QF,19,0.96,2.5%,3.2%,63.5%,64.1%,49.0%,58.6%,39.8%,57.1%,38.5%
Marrakech,6,Clay,20,15,5,75.0%,7,6,1,85.7%,2017,2025,W,20,1.10,1.7%,3.6%,66.5%,66.9%,52.2%,62.0%,41.7%,61.5%,42.0%
