Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Braunschweig CH F,W vs Van De Zandschulp,0.0%,-,8.3%,66.7%,11.0%,7.4%,0.0%,2.2%,0.0%,1.6%,50.0%,-119,-134
2024 Roland Garros R64,L vs Djokovic,0.0%,-,10.6%,37.5%,10.6%,14.3%,16.7%,8.1%,16.7%,1.5%,20.0%,-111,-97
2024 Bordeaux CH R16,L vs Shang,0.0%,-,7.3%,75.0%,8.9%,3.8%,36.4%,3.8%,9.5%,3.1%,41.7%,-100,-79
2024 Barcelona R32,W vs Musetti,0.0%,-,16.2%,81.5%,16.5%,19.1%,12.8%,0.0%,0.0%,1.4%,16.7%,-108,-111
2024 Marrakech F,L vs Berrettini,1.6%,100.0%,8.7%,72.7%,7.4%,5.8%,0.0%,4.3%,22.2%,1.6%,25.0%,-82,-87
2024 Indian Wells R64,L vs Medvedev,0.0%,-,7.4%,85.7%,5.2%,5.1%,0.0%,2.9%,14.3%,1.7%,20.0%,-146,-163
2024 Miami R64,L vs Alcaraz,1.9%,100.0%,15.8%,37.5%,4.6%,2.9%,0.0%,6.9%,25.0%,4.5%,20.0%,-123,-107
2023 US Open R128,W vs Rune,0.0%,-,9.1%,63.2%,17.5%,25.6%,12.5%,9.3%,9.1%,0.9%,33.3%,-81,-48
2023 Rome R64,W vs Evans,0.0%,-,14.1%,48.6%,10.8%,13.8%,4.2%,4.0%,19.2%,1.0%,33.3%,-121,-105
2023 Marrakech F,W vs Muller,0.0%,-,6.7%,57.1%,9.5%,9.8%,3.3%,2.0%,20.0%,0.6%,33.3%,-134,-117
2023 Miami R64,L vs Medvedev,0.0%,-,6.0%,100.0%,1.6%,5.6%,0.0%,2.0%,16.7%,3.5%,0.0%,-149,-122
2023 Australian Open R128,L vs Djokovic,0.0%,-,4.1%,50.0%,4.6%,6.1%,0.0%,4.3%,17.6%,1.0%,0.0%,-162,-128
2022 Naples R32,W vs Jarry,0.0%,-,9.3%,83.3%,2.3%,5.6%,0.0%,10.4%,55.6%,2.0%,0.0%,-111,-111
2022 Florence R16,W vs Berrettini,0.0%,-,15.4%,71.4%,6.9%,8.0%,0.0%,8.3%,22.2%,1.8%,25.0%,-95,-80
2022 Umag QF,L vs Sinner,0.0%,-,8.8%,76.9%,10.6%,14.8%,5.9%,2.2%,0.0%,2.3%,42.9%,-71,-72
2022 Amersfoort CH F,L vs Griekspoor,0.0%,-,9.5%,50.0%,8.3%,10.3%,0.0%,9.1%,75.0%,2.1%,0.0%,-72,-48
2022 Buenos Aires R16,L vs Ruud,6.4%,80.0%,15.8%,59.1%,7.5%,7.9%,10.0%,4.5%,25.0%,1.2%,66.7%,-77,-84
2021 Murcia CH F,L vs Griekspoor,0.0%,-,7.6%,85.7%,11.2%,13.5%,0.0%,8.4%,23.5%,2.0%,66.7%,-66,-46
2021 Australian Open R64,L vs Medvedev,2.8%,50.0%,6.8%,70.0%,8.3%,18.2%,0.0%,1.1%,7.1%,1.0%,33.3%,-73,-92
2020 Campinas CH F,L vs Cerundolo,0.0%,-,9.8%,76.5%,7.5%,9.2%,12.5%,1.0%,10.0%,0.6%,0.0%,-150,-115
Career (30 matches),,0.7%,81.3%,10.1%,69.1%,9.3%,10.5%,5.8%,4.8%,19.0%,1.2%,31.9%,-103,-88
