Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
16-Mar-2026,Murcia CH,Clay,F,165,117,(3) Pablo Carreno Busta [ESP] d. (8) Carballes Baena,6-4 6-3,0.57,5.2%,7.8%,66.2%,54.9%,38.5%,5/10,1:33
02-Sep-2024,Seville CH,Clay,F,55,89,(1) Carballes Baena d. (3) Daniel Altmaier [GER],6-3 7-5,1.19,2.5%,1.2%,69.1%,64.3%,60.0%,6/8,1:51
08-Jul-2024,Braunschweig CH,Clay,F,64,97,(1) Carballes Baena d. (5) Botic Van De Zandschulp [NED],6-1 6-3,1.38,1.6%,0.0%,59.7%,62.2%,72.0%,8/8,1:22
01-Apr-2024,Marrakech,Clay,F,64,135,(PR) Matteo Berrettini [ITA] d. Carballes Baena,7-5 6-2,0.78,0.0%,1.6%,72.1%,54.5%,64.7%,3/7,1:46
04-Sep-2023,Seville CH,Clay,F,63,300,(1) Carballes Baena d. Calvin Hemery [FRA],6-3 6-1,1.58,0.0%,0.0%,64.6%,67.7%,64.7%,5/6,1:31
03-Apr-2023,Marrakech,Clay,F,82,126,Carballes Baena d. Alexandre Muller [FRA],4-6 7-6(3) 6-2,1.13,2.1%,2.1%,75.0%,73.6%,50.0%,6/8,3:01
05-Sep-2022,Seville CH,Clay,F,80,79,(3) Carballes Baena d. (2) Bernabe Zapata Miralles [ESP],6-3 7-6(6),1.54,3.2%,0.0%,54.8%,88.2%,60.7%,2/3,1:49
11-Jul-2022,Amersfoort CH,Clay,F,81,47,(1) Tallon Griekspoor [NED] d. (2) Carballes Baena,6-1 6-2,0.47,0.0%,3.2%,74.6%,53.2%,37.5%,8/12,1:10
16-May-2022,Tunis CH,Clay,F,102,273,(2) Carballes Baena d. Gijs Brouwer [NED],6-1 6-1,2.29,0.0%,2.4%,80.5%,78.8%,50.0%,1/1,0:56
28-Feb-2022,Las Palmas CH,Clay,F,79,104,(2) Gianluca Mager [ITA] d. (1) Carballes Baena,7-6(6) 6-2,0.92,2.9%,2.9%,66.7%,56.5%,56.5%,5/9,2:04
