Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),159,379,138,1651,141,1602,98,1640,145,1515,,,,
2025,129,469,116,1673,115,1624,93,1654,135,1526,,,,
2024,57,981,72,1752,96,1663,51,1730,101,1570,294,225,,
2023,63,816,105,1686,137,1574,76,1681,119,1542,,,,
2022,74,695,78,1739,95,1650,64,1706,114,1552,,,,
2021,79,837,90,1709,108,1631,81,1681,121,1543,,,,
2020,97,731,105,1668,112,1585,75,1664,,,135,628,,
2019,80,664,94,1707,110,1627,68,1692,142,1509,150,495,106,1567
2018,73,714,108,1677,139,1578,87,1648,183,1449,276,180,,
2017,106,550,172,1573,226,1456,133,1564,189,1434,479,109,,
2016,145,419,218,1511,296,1343,186,1500,,,357,180,,
2015,131,449,147,1602,252,1410,117,1593,175,1475,367,183,,
2014,167,307,211,1524,304,1328,175,1513,,,518,106,,
2013,267,171,270,1447,329,1301,236,1436,,,1046,24,,
2012,323,141,,,,,,,,,1112,16,,
2011,453,78,,,,,,,,,631,67,,
2010,660,27,,,,,,,,,977,23,,
