Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Shang,99.4,108.1,7.4,112.8,104.5,124,89,86.2,4.1,87.4,87.0,100,81
2024 US Open R128,W vs Choinski,99.2,108.5,5.3,110.3,106.0,124,98,88.5,5.2,93.1,91.0,99,77
2024 Wimbledon R128,L vs Zverev,109.7,118.1,5.9,120.9,114.7,129,103,98.4,5.5,104.3,97.4,111,87
2023 US Open R64,L vs Karatsev,99.6,105.7,7.0,112.4,102.4,125,70,88.4,4.8,91.7,83.7,100,78
2023 US Open R128,W vs Rune,100.5,109.5,5.6,114.3,106.9,125,97,89.0,4.9,95.5,95.5,102,76
2023 Wimbledon R64,L vs Rune,106.5,115.1,4.7,120.4,113.0,124,107,94.3,5.1,108.0,97.0,108,86
2022 US Open R64,L vs Shapovalov,103.7,113.2,5.5,118.3,112.4,125,102,91.7,4.5,93.0,92.0,102,84
2022 US Open R128,W vs Munar,99.9,109.6,7.3,111.9,108.2,126,91,86.7,5.5,,95.0,98,71
2021 US Open R64,L vs Shapovalov,104.0,112.4,6.6,118.7,110.4,127,98,93.6,4.8,100.0,91.5,106,85
2021 US Open R128,W vs Paul,107.3,114.9,6.2,120.0,111.3,127,97,93.2,6.6,96.5,97.0,114,66
2019 US Open R128,L vs Djokovic,105.0,112.9,6.1,120.1,109.8,126,103,92.2,4.9,,93.0,101,71
2019 Roland Garros R64,L vs Krajinovic,105.8,111.5,5.0,,,123,97,92.0,4.0,,,100,82
Career (12 matches),,103.2,111.3,6.0,116.4,108.9,129,70,90.9,5.0,94.0,92.4,114,66
