Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,97,37,60,38.1%,104-152,40.6%,1142-1282,47.1%,10-18,35.7%,95,74.0%,21.4%,4.5%,3.7%,60.9%,68.4%,49.8%,61.1%,36.8%,49.0%,0.95
Clay,181,89,92,49.2%,211-223,48.6%,2075-2130,49.3%,40-33,54.8%,180,73.1%,25.7%,2.9%,3.5%,64.5%,65.9%,49.9%,60.2%,39.1%,49.8%,0.98
Grass,18,4,14,22.2%,12-38,24.0%,200-286,41.2%,3-6,33.3%,18,73.4%,9.9%,4.7%,3.3%,58.6%,67.0%,51.6%,60.6%,32.0%,46.3%,0.81
Grand Slams,46,16,30,34.8%,65-104,38.5%,725-852,46.0%,8-13,38.1%,46,71.3%,21.3%,3.9%,3.7%,61.8%,65.7%,49.9%,59.7%,36.9%,48.3%,0.91
Masters,41,16,25,39.0%,35-55,38.9%,388-465,45.5%,7-6,53.8%,41,70.3%,22.5%,3.0%,3.1%,63.9%,65.5%,50.2%,60.0%,37.2%,48.7%,0.93
Other Tours,208,97,111,46.6%,225-254,47.0%,2292-2373,49.1%,38-38,50.0%,206,74.7%,23.9%,3.5%,3.6%,63.2%,67.4%,50.0%,61.0%,38.3%,49.7%,0.98
Best of 5,46,16,30,34.8%,65-104,38.5%,725-852,46.0%,8-13,38.1%,46,71.3%,21.3%,3.9%,3.7%,61.8%,65.7%,49.9%,59.7%,36.9%,48.3%,0.91
Best of 3,250,114,136,45.6%,262-309,45.9%,2692-2846,48.6%,45-44,50.6%,247,74.0%,23.7%,3.4%,3.6%,63.3%,67.1%,50.1%,60.8%,38.1%,49.5%,0.97
Finals,3,2,1,66.7%,4-4,50.0%,40-40,50.0%,1-0,100.0%,3,80.0%,17.9%,2.9%,2.5%,71.0%,71.0%,58.0%,67.2%,37.5%,51.3%,1.14
Semi-finals,6,3,3,50.0%,7-8,46.7%,65-71,47.8%,1-0,100.0%,6,65.7%,29.4%,2.3%,4.2%,67.4%,61.0%,45.4%,55.9%,41.7%,48.6%,0.95
Quarter-finals,23,6,17,26.1%,18-35,34.0%,226-282,44.5%,3-4,42.9%,22,71.1%,18.3%,2.7%,3.7%,64.3%,65.5%,48.5%,59.4%,35.7%,47.9%,0.88
vs Righties,243,106,137,43.6%,267-341,43.9%,2807-3051,47.9%,46-50,47.9%,241,72.9%,23.4%,3.4%,3.6%,63.1%,66.3%,50.5%,60.5%,37.8%,49.2%,0.96
vs Lefties,53,24,29,45.3%,60-72,45.5%,610-647,48.5%,7-7,50.0%,52,75.6%,22.0%,4.2%,3.6%,62.3%,69.0%,48.1%,61.1%,38.0%,49.6%,0.98
vs Top 10,21,1,20,4.8%,4-49,7.5%,181-314,36.6%,0-6,0.0%,21,63.2%,11.6%,3.3%,4.1%,59.1%,61.5%,48.8%,56.3%,30.9%,43.9%,0.71
