Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30-Mar-2026,Menorca CH,Clay,R32,159,,(3) Carballes Baena vs (WC) Felipe Virgili Berini [ITA],,,,,,,,,
16-Mar-2026,Murcia CH,Clay,F,165,117,(3) Pablo Carreno Busta [ESP] d. (8) Carballes Baena,6-4 6-3,0.57,5.2%,7.8%,66.2%,54.9%,38.5%,5/10,1:33
16-Mar-2026,Murcia CH,Clay,SF,165,91,(8) Carballes Baena d. (1) Jesper De Jong [NED],2-6 6-4 6-4,1.01,7.0%,2.3%,75.6%,75.4%,33.3%,4/6,2:22
16-Mar-2026,Murcia CH,Clay,QF,165,86,(8) Carballes Baena d. (4) Sebastian Ofner [AUT],7-6(4) 2-6 6-1,0.87,6.4%,3.2%,71.3%,76.1%,33.3%,6/9,1:58
16-Mar-2026,Murcia CH,Clay,R16,165,285,(8) Carballes Baena d. Mikhail Kukushkin [KAZ],6-1 3-6 6-2,1.16,1.2%,1.2%,62.7%,67.3%,48.4%,6/9,2:06
16-Mar-2026,Murcia CH,Clay,R32,165,260,(8) Carballes Baena d. Nikolas Sanchez Izquierdo [ESP],6-3 7-6(5),1.05,2.4%,2.4%,78.8%,71.6%,38.9%,10/11,2:20
09-Mar-2026,Kigali 2 CH,Clay,R32,168,482,(Q) Eero Vasa [FIN] d. (3) Carballes Baena,6-4 3-6 7-6(3),1.24,3.6%,3.6%,60.7%,64.7%,63.6%,1/5,2:30
02-Mar-2026,Kigali 1 CH,Clay,R32,168,320,Sandro Kopp [AUT] d. (4) Carballes Baena,6-3 6-2,0.74,16.7%,2.4%,59.5%,72.0%,47.1%,0/3,1:13
16-Feb-2026,Doha,Hard,R32,175,319,(PR) Zhizhen Zhang [CHN] d. (Q) Carballes Baena,6-4 6-4,0.75,13.0%,3.7%,68.5%,75.7%,47.1%,0/2,1:14
16-Feb-2026,Doha,Hard,Q2,175,117,Carballes Baena d. (4) Shintaro Mochizuki [JPN],6-0 6-3,1.86,4.8%,4.8%,71.4%,70.0%,66.7%,5/6,1:06
16-Feb-2026,Doha,Hard,Q1,175,1528,Carballes Baena d. (Alt) Lucas Miedler [AUT],6-3 6-1,1.83,9.5%,4.8%,78.6%,72.7%,66.7%,1/2,1:27
09-Feb-2026,Rotterdam,Hard,Q2,175,614,(WC) Mees Rottgering [NED] d. Carballes Baena,7-6(3) 6-7(8) 6-3,0.87,5.0%,5.0%,63.9%,69.7%,51.2%,4/8,3:09
09-Feb-2026,Rotterdam,Hard,Q1,175,105,Carballes Baena d. (4) Pablo Carreno Busta [ESP],6-4 3-6 6-1,1.14,16.3%,5.0%,55.0%,79.5%,52.8%,4/5,1:56
02-Feb-2026,Montpellier,Hard,Q1,175,282,(Alt) Andrea Vavassori [ITA] d. (3) Carballes Baena,7-6(8) 6-4,0.73,10.9%,1.6%,56.3%,77.8%,64.3%,0/1,1:40
27-Jan-2026,Quimper CH,Hard,R16,147,113,(8) Mackenzie Mcdonald [USA] d. Carballes Baena,6-4 6-4,0.74,12.9%,8.6%,58.6%,80.5%,24.1%,5/8,1:31
27-Jan-2026,Quimper CH,Hard,R32,147,293,Carballes Baena d. (Alt) Michael Geerts [BEL],6-2 7-6(3),1.45,20.3%,0.0%,59.4%,81.6%,65.4%,2/2,1:39
19-Jan-2026,Australian Open,Hard,Q2,147,208,Gilles Arnaud Bailly [BEL] d. (16) Carballes Baena,7-6(4) 6-7(3) 6-2,1.08,6.6%,1.9%,71.7%,71.1%,50.0%,2/5,3:44
19-Jan-2026,Australian Open,Hard,Q1,147,229,(16) Carballes Baena d. Arthur Bouquier [FRA],6-2 6-2,2.93,2.4%,2.4%,58.5%,87.5%,76.5%,2/2,1:03
05-Jan-2026,Canberra CH,Hard,R16,128,115,(6) Alexander Blockx [BEL] d. Carballes Baena,7-6(8) 3-6 7-5,0.99,0.8%,5.1%,62.7%,64.9%,56.8%,6/9,2:51
05-Jan-2026,Canberra CH,Hard,R32,128,145,Carballes Baena d. Colton Smith [USA],7-6(4) 6-3,1.26,4.6%,1.5%,63.1%,63.4%,66.7%,2/4,1:44
