Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Rio de Janeiro R16,W vs Pedretti,0.0%,-,10.1%,84.6%,26.8%,20.5%,29.2%,8.3%,33.3%,0.8%,0.0%,19,19
2023 Roland Garros R64,L vs Gauff,0.0%,-,4.7%,60.0%,13.2%,17.6%,14.3%,0.0%,0.0%,1.1%,50.0%,11,30
2023 Roland Garros R128,W vs Rus,0.0%,-,3.9%,80.0%,15.6%,23.5%,31.8%,12.5%,0.0%,0.4%,0.0%,-5,13
2023 Rabat F,L vs Bronzetti,0.0%,-,8.7%,84.2%,15.9%,8.9%,17.1%,8.5%,22.2%,2.4%,70.0%,85,69
2023 Rabat SF,W vs Riera,0.0%,-,8.8%,70.6%,21.3%,13.7%,21.1%,4.9%,16.7%,2.0%,57.1%,100,56
2023 Madrid R64,L vs Swiatek,0.0%,-,0.0%,0.0%,19.7%,10.5%,28.6%,3.8%,16.7%,0.0%,-,38,38
2023 Miami R64,L vs Liu,0.0%,-,8.1%,77.8%,29.3%,30.8%,0.0%,12.5%,28.6%,0.0%,-,121,99
2023 Dubai R64,L vs Fernandez,0.0%,-,5.0%,100.0%,21.9%,30.8%,29.4%,14.8%,0.0%,0.0%,-,92,19
2023 Linz R32,L vs Brengle,0.0%,-,7.0%,70.0%,20.4%,21.2%,17.4%,2.6%,5.6%,1.5%,50.0%,108,151
2023 Lyon R32,L vs Parks,0.0%,-,3.3%,50.0%,12.9%,4.8%,0.0%,0.0%,0.0%,2.3%,0.0%,11,28
2023 Australian Open R128,L vs Kontaveit,0.0%,-,1.9%,50.0%,30.2%,28.6%,66.7%,15.8%,0.0%,1.0%,0.0%,24,25
2022 Istanbul R32,W vs Ozgen,0.0%,-,14.3%,72.2%,22.7%,21.2%,9.5%,0.0%,0.0%,1.2%,100.0%,175,151
2020 Roland Garros Q2,L vs Haas,0.0%,-,3.6%,50.0%,15.6%,11.4%,15.4%,2.5%,0.0%,1.9%,50.0%,98,66
Last 52 Weeks (1 matches),,0.0%,-,10.1%,84.6%,26.8%,20.5%,29.2%,8.3%,33.3%,0.8%,0.0%,19,19
Career (13 matches),,0.0%,-,6.5%,74.3%,19.8%,17.4%,21.0%,6.1%,10.4%,1.3%,48.7%,70,61
