Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Rio de Janeiro R16,W vs Pedretti,85.5%,54.2%,2.9%,1/1,2.56,9.8%,86.8%,54.3%,3.8%,2.59,8.6%,92.9%,53.8%,0.0%,2.40,16.7%
2023 Roland Garros R64,L vs Gauff,71.2%,52.4%,3.4%,1/1,2.71,3.1%,65.7%,52.2%,0.0%,2.73,4.5%,95.0%,52.6%,10.0%,2.68,0.0%
2023 Roland Garros R128,W vs Rus,75.4%,65.1%,5.3%,1/2,2.29,0.0%,77.8%,64.3%,5.6%,2.39,0.0%,83.3%,66.7%,5.6%,1.98,0.0%
2023 Rabat F,L vs Bronzetti,76.1%,50.6%,2.8%,1/2,2.45,0.0%,81.9%,45.6%,2.4%,2.40,0.0%,62.5%,73.3%,4.2%,2.59,0.0%
2023 Rabat SF,W vs Riera,75.8%,57.3%,2.0%,1/1,2.37,3.9%,79.7%,49.1%,1.4%,2.28,4.8%,80.0%,80.0%,4.0%,2.77,0.0%
2023 Madrid R64,L vs Swiatek,77.8%,38.1%,1.9%,1/0,2.95,3.2%,79.4%,33.3%,2.9%,2.97,3.8%,83.3%,46.7%,0.0%,2.82,0.0%
2023 Miami R64,L vs Liu,56.7%,41.2%,6.7%,3/1,2.26,8.8%,52.6%,30.0%,5.3%,2.22,13.6%,77.8%,57.1%,11.1%,2.34,0.0%
2023 Dubai R64,L vs Fernandez,45.2%,31.6%,11.9%,2/3,2.65,4.0%,38.7%,33.3%,9.7%,2.53,6.3%,87.5%,28.6%,25.0%,2.87,0.0%
2023 Linz R32,L vs Brengle,67.7%,50.0%,6.2%,1/3,2.54,6.6%,73.1%,44.7%,5.8%,2.71,10.5%,50.0%,83.3%,8.3%,2.25,0.0%
2023 Lyon R32,L vs Parks,61.7%,46.6%,2.1%,0/2,2.23,3.4%,60.3%,50.0%,0.0%,2.15,6.1%,87.0%,40.0%,8.7%,2.33,0.0%
2023 Australian Open R128,L vs Kontaveit,55.2%,59.4%,6.9%,2/2,2.83,6.9%,48.8%,65.0%,4.9%,2.99,9.1%,75.0%,50.0%,12.5%,2.74,5.6%
2022 Istanbul R32,W vs Ozgen,87.7%,61.4%,1.5%,0/1,2.05,14.3%,86.3%,63.6%,2.0%,2.12,13.5%,92.9%,53.8%,0.0%,1.81,16.7%
2020 Roland Garros Q2,L vs Haas,69.8%,43.2%,1.9%,1/0,2.53,0.0%,75.8%,32.0%,3.0%,2.55,0.0%,80.0%,66.7%,0.0%,2.48,0.0%
Last 52 Weeks (1 matches),,85.5%,54.2%,2.9%,50.0%,2.56,9.8%,86.8%,54.3%,3.8%,2.59,8.6%,92.9%,53.8%,0.0%,2.40,16.7%
Career (13 matches),,70.7%,51.5%,3.8%,44.1%,2.46,4.5%,71.7%,48.9%,3.2%,2.45,5.5%,80.4%,58.0%,6.2%,2.46,2.2%
