Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,8,3,5,37.5%,2,0,2,0.0%,2020,2026,R64,8,0.83,3.2%,8.0%,60.1%,61.4%,36.9%,51.6%,40.2%,50.0%,57.8%
Roland Garros,5,Clay,11,6,5,54.5%,0,0,0,-,2018,2023,R64,9,1.09,1.6%,9.2%,71.3%,63.8%,35.4%,55.6%,48.2%,51.4%,54.3%
Wimbledon,4,Grass,5,1,4,20.0%,1,0,1,0.0%,2021,2025,R128,5,0.80,2.8%,6.3%,61.5%,63.1%,54.1%,59.6%,32.2%,57.1%,37.5%
US Open,5,Hard,6,1,5,16.7%,1,0,1,0.0%,2019,2025,R128,6,0.88,4.8%,9.3%,58.8%,69.2%,40.0%,57.2%,37.5%,50.0%,42.3%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.56,2.3%,6.8%,70.5%,35.5%,30.8%,34.1%,36.7%,45.5%,33.3%
Fed Cup,6,,10,3,7,30.0%,0,0,0,-,2015,2020,,9,0.92,1.9%,6.1%,61.0%,61.1%,42.0%,53.7%,42.6%,48.2%,50.0%
Dubai,2,Hard,4,2,2,50.0%,0,0,0,-,2023,2026,R64,4,0.96,2.6%,5.7%,59.1%,69.9%,41.5%,58.3%,40.0%,50.0%,44.0%
Hobart,2,Hard,3,1,2,33.3%,0,0,0,-,2023,2026,Q2,3,0.92,1.2%,6.0%,61.1%,57.8%,43.1%,52.1%,44.2%,52.0%,38.1%
Auckland,3,Hard,5,2,3,40.0%,1,1,0,100.0%,2023,2026,R16,5,0.83,3.5%,5.2%,63.7%,59.7%,46.0%,54.8%,37.6%,53.5%,37.1%
Hamburg,2,Clay,3,1,2,33.3%,0,0,0,-,2023,2025,R16,3,0.84,2.6%,5.7%,70.5%,61.0%,42.1%,55.4%,37.6%,58.3%,33.3%
Bari 125,2,Clay,6,5,1,83.3%,1,0,1,0.0%,2022,2025,W,6,1.20,1.7%,6.5%,63.0%,60.0%,58.2%,59.3%,48.7%,54.3%,49.2%
Rabat,2,Clay,6,4,2,66.7%,3,2,1,66.7%,2023,2025,F,6,1.11,1.0%,5.8%,67.8%,63.5%,46.3%,57.9%,46.7%,59.6%,46.8%
