Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 US Open R128,L vs Ruse,22% (2/9),50% (1/2),0/4,56% (5/9),20% (1/5),0/1,0/0,1/1,0/0,1/1
2023 Wimbledon R128,L vs Collins,20% (2/10),0% (0/2),0/2,40% (4/10),50% (2/4),0/0,0/0,2/2,0/0,1/1
2023 Roland Garros R64,L vs Gauff,44% (4/9),75% (3/4),2/5,88% (7/8),14% (1/7),0/3,0/0,1/2,0/0,1/1
2023 Roland Garros R128,W vs Rus,67% (6/9),83% (5/6),0/1,38% (3/8),67% (2/3),3/4,1/2,0/0,0/0,0/0
2023 Rabat F,L vs Bronzetti,41% (7/17),71% (5/7),1/6,41% (7/17),14% (1/7),2/4,0/0,2/2,0/0,1/1
2023 Rabat SF,W vs Riera,50% (7/14),71% (5/7),1/4,36% (5/14),20% (1/5),4/5,1/1,0/0,0/0,0/0
2023 Madrid R64,L vs Swiatek,11% (1/9),100% (1/1),1/4,63% (5/8),20% (1/5),1/1,0/0,1/1,0/0,0/0
2023 Miami R64,L vs Liu,0% (0/10),- (0/0),0/1,44% (4/9),50% (2/4),0/0,0/0,1/2,0/0,1/1
2023 Dubai R64,L vs Fernandez,11% (1/9),100% (1/1),0/4,56% (5/9),20% (1/5),0/1,0/0,1/1,0/0,1/1
2023 Linz R32,L vs Brengle,40% (4/10),50% (2/4),1/3,80% (8/10),50% (4/8),1/2,0/0,0/1,0/0,0/1
2023 Lyon R32,L vs Parks,25% (4/16),75% (3/4),1/4,40% (6/15),33% (2/6),1/2,0/0,1/1,0/0,1/1
2023 Australian Open R128,L vs Kontaveit,22% (2/9),50% (1/2),1/3,50% (4/8),0% (0/4),1/1,0/0,1/2,0/0,1/1
2022 Istanbul R32,W vs Ozgen,70% (7/10),86% (6/7),1/3,40% (4/10),25% (1/4),4/4,0/2,0/0,0/0,0/0
2019 W25 Leipzig R16,W vs Gasparovic,47% (7/15),86% (6/7),1/2,33% (5/15),20% (1/5),3/4,1/3,0/0,0/0,0/0
2019 W25 Leipzig R32,W vs Heisen,67% (6/9),100% (6/6),0/2,25% (2/8),0% (0/2),3/4,0/0,0/0,0/0,0/0
2019 W25 Darmstadt R32,W vs Makarova,86% (6/7),100% (6/6),1/1,14% (1/7),0% (0/1),4/4,0/0,0/0,0/0,0/0
2019 W25 Klosters R32,W vs Klasen,50% (6/12),83% (5/6),1/1,20% (2/10),50% (1/2),2/2,0/0,0/0,0/0,0/0
2019 W60 Brescia R16,L vs Hives,36% (4/11),75% (3/4),1/4,80% (8/10),25% (2/8),1/3,0/0,1/2,0/0,0/0
2019 W60 Brescia R32,W vs Perrin,45% (5/11),80% (4/5),0/2,17% (2/12),0% (0/2),3/3,1/1,1/1,1/1,0/0
2019 W25 Caserta R16,L vs Danilina,11% (1/9),0% (0/1),0/3,63% (5/8),20% (1/5),0/0,0/0,0/1,0/0,0/1
2024 (1 matches),,22.2%,50.0%,0.0%,55.6%,20.0%,0.0%,-,100.0%,-,100.0%
2023 (11 matches),,31.1%,68.4%,21.6%,50.0%,29.3%,56.5%,66.7%,71.4%,-,87.5%
2022 (1 matches),,70.0%,85.7%,33.3%,40.0%,25.0%,100.0%,0.0%,-,-,-
2019 (21 matches),,54.9%,78.0%,32.2%,43.5%,26.6%,67.5%,70.6%,58.8%,87.5%,50.0%
2017 (49 matches),,55.9%,80.6%,44.5%,44.6%,28.9%,70.1%,78.3%,60.6%,81.0%,60.0%
Career (146 matches),,56.7%,81.0%,40.4%,46.4%,27.6%,69.0%,72.3%,60.6%,76.7%,60.5%
