Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,11,8,3,72.7%,16-8,66.7%,119-103,53.6%,1-1,50.0%,11,67.3%,40.7%,1.6%,4.7%,58.3%,67.5%,44.5%,57.9%,46.3%,52.0%,1.10,F (W75 Prague)
2025,61,40,21,65.6%,89-51,63.6%,709-558,56.0%,6-4,60.0%,61,60.7%,51.6%,2.3%,5.0%,57.9%,60.9%,45.8%,54.5%,50.6%,52.6%,1.11,W (4x)
2024,51,32,19,62.7%,69-51,57.5%,583-493,54.2%,6-8,42.9%,9,51.1%,39.1%,1.4%,3.5%,58.9%,54.0%,44.1%,49.9%,46.8%,48.4%,0.94,W (3x)
2023,43,23,20,53.5%,50-46,52.1%,451-441,50.6%,7-5,58.3%,6,58.7%,28.4%,1.9%,5.0%,61.0%,58.5%,40.6%,51.5%,41.4%,46.2%,0.85,W (2x)
2022,67,43,24,64.2%,92-66,58.2%,780-666,53.9%,2-5,28.6%,3,63.9%,47.2%,1.7%,3.0%,61.5%,57.7%,49.4%,54.5%,48.9%,51.5%,1.08,W (2x)
2021,41,21,20,51.2%,47-45,51.1%,430-413,51.0%,4-7,36.4%,0,,,,,,,,,,,,F (2x)
2020,13,7,6,53.8%,16-17,48.5%,158-155,50.5%,4-1,80.0%,0,,,,,,,,,,,,SF (W15 Stuttgart-Stammheim)
2019,25,10,15,40.0%,27-33,45.0%,265-301,46.8%,4-3,57.1%,0,,,,,,,,,,,,F (W15 Wanfercee Baulet)
2018,18,12,6,66.7%,25-16,61.0%,199-172,53.6%,3-1,75.0%,0,,,,,,,,,,,,W (Antalya $15K)
Career,330,196,134,59.4%,431-333,56.4%,3694-3302,52.8%,37-35,51.4%,90,60.5%,47.2%,2.1%,4.7%,58.4%,60.6%,45.3%,54.2%,49.0%,51.6%,1.07,
