Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,5,1,4,20.0%,1,0,1,0.0%,2023,2026,Q2,5,0.75,2.8%,5.2%,48.2%,59.2%,36.4%,47.4%,39.5%,38.9%,35.5%
Roland Garros,3,Clay,4,1,3,25.0%,1,1,0,100.0%,2023,2025,Q2,4,0.79,2.3%,3.9%,63.8%,54.3%,43.8%,50.5%,39.0%,46.2%,35.5%
Wimbledon,2,Grass,4,2,2,50.0%,0,0,0,-,2023,2025,Q3,4,0.98,1.8%,2.7%,60.8%,61.0%,50.4%,56.8%,42.4%,59.5%,42.5%
US Open,3,Hard,4,1,3,25.0%,0,0,0,-,2022,2025,Q2,4,0.97,2.7%,5.1%,56.6%,62.8%,45.8%,55.4%,43.2%,58.5%,48.3%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2020,2020,,1,0.70,0.0%,3.0%,57.6%,68.4%,39.3%,56.1%,30.8%,33.3%,66.7%
Ljubljana 125,3,Clay,5,2,3,40.0%,1,0,1,0.0%,2023,2025,R16,5,0.97,1.1%,1.4%,59.6%,54.7%,50.4%,53.0%,45.4%,41.9%,42.1%
Hamburg,3,Clay,5,2,3,40.0%,0,0,0,-,2022,2025,R16,5,0.97,2.6%,3.2%,56.7%,61.3%,49.3%,56.1%,42.7%,46.2%,41.5%
Oeiras 125,2,Clay,4,2,2,50.0%,2,1,1,50.0%,2024,2025,R16,4,1.05,1.8%,1.1%,59.0%,58.1%,48.6%,54.2%,48.0%,55.9%,42.1%
La Bisbal d'Emporda 125,3,Clay,6,3,3,50.0%,1,1,0,100.0%,2023,2025,R16,4,0.99,1.8%,7.3%,58.9%,52.2%,44.3%,49.0%,50.5%,37.2%,55.1%
Linz,4,Hard,6,2,4,33.3%,2,1,1,50.0%,2021,2025,R32,6,0.88,4.5%,3.4%,56.6%,56.9%,43.2%,51.0%,43.0%,40.0%,42.9%
BJK Cup Playoffs,2,,4,3,1,75.0%,0,0,0,-,2023,2024,W,2,1.12,4.9%,4.9%,59.4%,74.1%,41.4%,60.8%,43.9%,61.5%,50.0%
