Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,1,3,25.0%,3-6,33.3%,38-45,45.8%,0-1,0.0%,4,56.1%,36.6%,4.1%,5.2%,54.3%,66.9%,37.7%,53.6%,43.3%,48.4%,0.93,R16 (Auckland)
2025,8,6,2,75.0%,12-5,70.6%,91-64,58.7%,0-1,0.0%,8,76.1%,41.7%,4.4%,3.0%,58.7%,72.2%,48.0%,62.2%,46.0%,53.6%,1.22,W (W50+H Macon)
2024,4,2,2,50.0%,4-5,44.4%,45-42,51.7%,0-1,0.0%,2,57.9%,20.0%,4.0%,4.8%,60.3%,64.5%,36.0%,53.2%,38.7%,46.0%,0.83,
2023,5,2,3,40.0%,5-6,45.5%,47-54,46.5%,1-0,100.0%,4,63.4%,36.6%,4.3%,4.3%,55.8%,65.6%,41.0%,54.7%,45.7%,50.4%,1.01,R16 (Bogota)
2022,8,4,4,50.0%,9-8,52.9%,76-72,51.4%,0-1,0.0%,6,57.4%,43.6%,1.0%,5.5%,60.7%,58.9%,44.2%,53.1%,47.2%,50.3%,1.01,
2021,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,1,0.0%,16.7%,4.2%,4.2%,62.5%,30.0%,38.9%,33.3%,31.3%,32.5%,0.47,R32 (Linz)
2020,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,60.0%,20.0%,0.0%,3.0%,57.6%,68.4%,39.3%,56.1%,30.8%,44.9%,0.70,
Career,31,15,16,48.4%,33-34,49.3%,306-301,50.4%,1-4,20.0%,26,62.1%,37.1%,3.3%,4.4%,58.2%,64.7%,42.5%,55.4%,44.4%,50.0%,1.00,
