Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Cali 125 R16,W vs Smith,60% (6/10),60% (6/10),2/2,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2022 Prague R32,L vs Bouzkova,36% (4/11),57% (4/7),0/0,0/0,50% (6/12),0/2,0/1,50% (2/4),0% (0/5)
2019 W15 Oldenzaal R32,L vs Kimmelmann,25% (1/4),80% (4/5),0/0,0/0,0% (0/7),0/2,0/1,- (0/0),- (0/0)
2019 W15 Monastir R16,L vs Njiric,57% (8/14),57% (4/7),1/3,0/0,40% (4/10),1/3,1/2,- (0/0),- (0/0)
2019 W15 Monastir R32,W vs Jorge,64% (7/11),60% (6/10),2/3,1/1,64% (7/11),0/0,0/0,- (0/0),- (0/0)
2019 W15 Stuttgart Stammheim SF,L vs Andrei,50% (2/4),0% (0/1),0/0,0/0,0% (0/5),2/4,2/3,- (0/0),- (0/0)
2019 W15 Stuttgart Stammheim QF,W vs Wachaczyk,31% (5/16),64% (7/11),2/2,1/1,50% (7/14),1/1,0/0,82% (9/11),56% (5/9)
2019 W15 Stuttgart Stammheim R16,W vs Liauw A Fong,75% (12/16),43% (6/14),2/4,1/1,78% (7/9),0/1,0/0,20% (1/5),40% (2/5)
2019 W15 Stuttgart Stammheim R32,W vs Jorge,47% (8/17),57% (4/7),2/3,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2025 (1 matches),,60.0%,60.0%,100.0%,100.0%,33.3%,-,-,-,-
2022 (1 matches),,36.4%,57.1%,-,-,50.0%,0.0%,0.0%,50.0%,0.0%
2019 (7 matches),,52.4%,56.4%,60.0%,100.0%,46.6%,36.4%,50.0%,62.5%,50.0%
Career (9 matches),,51.5%,56.9%,64.7%,100.0%,46.6%,30.8%,42.9%,60.0%,36.8%
