Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Cali R16,W vs Smith,13.2%,26.4%,65.0%,21.2%,39.4%,76.9%,88.2%,6.3%,0.0%,0.0%,7.1%,42.9%,75.0%,30.0%,-,-119
2022 Prague R32,L vs Bouzkova,18.2%,23.4%,39.0%,21.3%,27.7%,35.1%,34.8%,45.8%,37.5%,15.4%,19.2%,45.5%,11.1%,70.6%,50.0%,35
Last 52 Weeks (1 matches),,13.2%,26.4%,65.0%,21.2%,39.4%,76.9%,88.2%,6.3%,0.0%,0.0%,7.1%,42.9%,75.0%,30.0%,-,-119
Career (2 matches),,16.2%,24.6%,49.5%,21.3%,32.5%,52.4%,57.5%,30.0%,27.3%,10.0%,15.0%,44.4%,30.8%,55.6%,50.0%,-27
