Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,21,11,10,52.4%,26-26,50.0%,246-248,49.8%,5-4,55.6%,17,65.4%,39.0%,4.2%,4.7%,64.6%,62.7%,44.7%,56.3%,45.8%,51.1%,1.05
Clay,24,15,9,62.5%,33-24,57.9%,276-248,52.7%,3-0,100.0%,19,67.5%,40.9%,2.7%,7.4%,59.6%,63.3%,48.2%,57.2%,46.7%,51.8%,1.09
Finals,3,2,1,66.7%,4-2,66.7%,28-22,56.0%,0-0,-,3,88.9%,35.3%,2.5%,6.7%,63.0%,69.3%,52.3%,63.0%,47.8%,54.9%,1.29
Semi-finals,5,3,2,60.0%,6-6,50.0%,57-50,53.3%,0-1,0.0%,5,72.0%,31.4%,4.1%,6.3%,59.1%,62.4%,48.1%,56.6%,42.2%,49.3%,0.97
Quarter-finals,6,5,1,83.3%,11-4,73.3%,81-56,59.1%,1-0,100.0%,6,66.2%,51.5%,2.9%,6.6%,60.5%,65.3%,44.1%,57.0%,49.7%,53.3%,1.15
vs Righties,24,13,11,54.2%,30-26,53.6%,263-250,51.3%,3-2,60.0%,17,63.0%,46.1%,3.1%,6.9%,62.1%,60.8%,46.3%,55.3%,48.1%,51.7%,1.08
vs Lefties,5,4,1,80.0%,9-5,64.3%,69-67,50.7%,3-0,100.0%,4,67.3%,33.3%,3.8%,4.1%,62.2%,66.4%,44.5%,58.1%,45.5%,51.3%,1.09
