Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami R128,L vs Valentova,0.0%,-,6.3%,100.0%,7.8%,19.2%,0.0%,4.2%,6.3%,0.5%,100.0%,-69,-72
2026 Ostrava R32,W vs Klimovicova,0.0%,-,6.7%,50.0%,24.6%,29.6%,0.0%,18.5%,37.5%,0.0%,-,10,-4
2026 Australian Open R128,L vs Jovic,0.0%,-,3.7%,25.0%,9.0%,12.0%,0.0%,2.7%,6.3%,0.0%,-,-83,-90
2025 Nottingham R32,L vs Xu,0.0%,-,12.1%,53.3%,7.1%,6.4%,0.0%,4.3%,12.5%,0.8%,0.0%,-69,-74
2025 Charleston R32,L vs Krueger,0.0%,-,3.8%,100.0%,12.8%,20.0%,50.0%,4.1%,16.7%,1.9%,25.0%,-75,-91
2025 Doha R64,L vs Andreeva,0.0%,-,10.2%,50.0%,10.5%,22.9%,0.0%,6.5%,10.4%,1.1%,20.0%,-80,-77
2025 Auckland R16,W vs Li,0.0%,-,3.8%,60.0%,8.3%,14.6%,0.0%,8.0%,13.6%,0.0%,-,-109,-123
2024 Auckland R32,W vs Andreeva,0.0%,-,9.3%,57.1%,7.5%,10.2%,0.0%,10.2%,35.5%,0.0%,-,-109,-100
2024 Wimbledon R64,L vs Krejcikova,0.0%,-,7.1%,91.7%,15.1%,29.7%,0.0%,10.5%,27.8%,0.0%,-,-51,-59
2024 Rome R64,L vs Sabalenka,0.0%,-,3.6%,57.1%,17.3%,22.6%,50.0%,6.1%,17.9%,0.3%,100.0%,-66,-72
2024 Charleston R32,L vs Navarro,0.0%,-,8.8%,33.3%,5.6%,6.9%,0.0%,3.3%,0.0%,0.9%,50.0%,-60,-58
2024 Charleston R64,W vs Rus,0.0%,-,7.6%,65.0%,8.3%,12.0%,7.3%,5.0%,4.1%,0.5%,50.0%,-98,-99
2024 Miami R128,W vs Kenin,0.0%,-,4.4%,50.0%,14.3%,30.8%,0.0%,14.9%,38.5%,0.0%,-,-124,-110
2024 Indian Wells R32,L vs Wozniacki,0.0%,-,8.6%,66.7%,8.4%,20.4%,0.0%,7.3%,12.5%,0.4%,0.0%,-100,-96
2024 Indian Wells R64,W vs Jabeur,0.0%,-,7.9%,30.0%,5.7%,4.8%,0.0%,2.4%,9.1%,0.0%,-,-103,-109
2023 San Diego R16,L vs Kenin,0.0%,-,4.9%,71.4%,5.2%,13.3%,0.0%,12.1%,10.0%,0.0%,-,-35,-33
2023 US Open Q2,L vs Naef,0.0%,-,13.3%,50.0%,8.1%,14.0%,12.5%,3.1%,11.1%,0.8%,0.0%,-103,-100
2023 Roland Garros R128,L vs Samsonova,0.0%,-,3.5%,0.0%,2.4%,2.9%,0.0%,10.3%,33.3%,0.0%,-,-31,-31
2023 Indian Wells R128,L vs Rogers,0.0%,-,7.2%,64.3%,12.0%,27.3%,0.0%,9.7%,33.3%,0.0%,-,-9,13
2023 Austin SF,L vs Gracheva,0.0%,-,8.7%,70.6%,4.9%,3.3%,0.0%,10.2%,29.0%,0.0%,-,-17,-37
Last 52 Weeks (5 matches),,0.0%,-,6.6%,64.9%,11.8%,16.0%,14.3%,6.3%,16.2%,0.7%,28.6%,-62,-70
Career (26 matches),,0.0%,-,6.9%,61.3%,8.6%,13.5%,11.4%,7.8%,19.3%,0.3%,29.2%,-76,-74
