Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R128,L vs Valentova,13.3%,21.7%,48.0%,14.3%,24.5%,57.1%,36.0%,20.8%,25.0%,11.1%,11.1%,0.0%,25.0%,40.0%,-,-14
2026 Ostrava R32,W vs Klimovicova,21.7%,28.3%,58.3%,25.0%,32.5%,53.3%,35.3%,30.4%,50.0%,0.0%,0.0%,83.3%,0.0%,100.0%,-,-119
2026 Australian Open R128,L vs Jovic,19.4%,19.4%,36.0%,17.0%,17.0%,33.3%,47.8%,37.5%,50.0%,26.7%,26.7%,45.5%,16.7%,11.1%,0.0%,-104
2025 Nottingham R32,L vs Xu,18.3%,20.0%,30.6%,20.0%,22.2%,36.1%,38.1%,41.7%,71.4%,13.3%,13.3%,15.4%,25.0%,57.1%,100.0%,-104
2025 Charleston R32,L vs Krueger,19.7%,28.8%,50.9%,18.9%,30.2%,51.2%,42.3%,40.7%,33.3%,23.1%,23.1%,50.0%,0.0%,58.3%,50.0%,-104
2025 Doha R64,L vs Andreeva,19.2%,20.2%,47.0%,17.6%,18.8%,50.0%,52.6%,12.8%,33.3%,27.8%,27.8%,30.8%,0.0%,9.1%,-,-40
2025 Auckland R16,W vs Li,6.0%,14.9%,55.6%,3.6%,14.3%,59.3%,52.0%,19.4%,0.0%,18.2%,18.2%,33.3%,40.0%,16.7%,0.0%,-104
2024 Auckland R32,W vs Andreeva,16.8%,24.3%,56.2%,14.4%,22.2%,57.1%,56.8%,24.5%,25.0%,29.4%,35.3%,50.0%,60.0%,14.3%,0.0%,-104
2024 Wimbledon R64,L vs Krejcikova,15.9%,30.5%,48.5%,18.8%,32.8%,50.0%,40.0%,20.6%,25.0%,5.9%,23.5%,43.8%,0.0%,25.0%,66.7%,-55
2024 Rome R64,L vs Sabalenka,12.8%,20.2%,43.0%,13.7%,23.3%,42.9%,44.7%,45.7%,42.9%,11.1%,11.1%,43.8%,0.0%,30.8%,50.0%,-9
2024 Charleston R32,L vs Navarro,17.5%,20.6%,31.4%,20.8%,25.0%,34.2%,30.8%,50.0%,33.3%,7.1%,7.1%,23.1%,0.0%,20.0%,33.3%,-42
2024 Charleston R64,W vs Rus,11.3%,12.9%,48.1%,11.7%,13.6%,49.5%,53.5%,20.0%,8.3%,10.5%,10.5%,41.2%,10.0%,11.1%,0.0%,-9
2024 Miami R128,W vs Kenin,16.9%,22.1%,50.0%,16.1%,22.6%,50.0%,64.3%,41.2%,50.0%,23.1%,23.1%,50.0%,0.0%,30.0%,-,57
2024 Indian Wells R32,L vs Wozniacki,9.3%,12.8%,42.7%,11.1%,15.3%,43.8%,61.8%,31.6%,44.4%,0.0%,0.0%,36.4%,0.0%,16.7%,0.0%,-119
2024 Indian Wells R64,W vs Jabeur,21.3%,26.2%,54.2%,19.2%,25.0%,59.5%,30.4%,34.5%,25.0%,33.3%,33.3%,16.7%,0.0%,20.0%,-,-104
2023 San Diego R16,L vs Kenin,20.5%,27.4%,33.9%,21.4%,30.4%,34.1%,39.3%,21.4%,20.0%,20.0%,20.0%,33.3%,28.6%,25.0%,0.0%,38
2023 US Open Q2,L vs Naef,17.0%,22.6%,58.1%,17.6%,20.6%,64.3%,50.0%,30.0%,0.0%,16.7%,27.8%,46.7%,60.0%,12.5%,0.0%,-40
2023 Roland Garros R128,L vs Samsonova,14.3%,16.7%,33.3%,15.0%,20.0%,35.3%,36.4%,33.3%,33.3%,15.8%,15.8%,31.3%,0.0%,50.0%,75.0%,38
2023 Indian Wells R128,L vs Rogers,20.4%,27.6%,43.7%,28.4%,34.3%,41.7%,30.6%,19.4%,25.0%,4.2%,16.7%,47.8%,11.1%,20.0%,0.0%,-81
2023 Austin SF,L vs Gracheva,13.3%,15.3%,41.7%,15.7%,15.7%,42.4%,39.5%,25.0%,80.0%,7.4%,14.8%,40.0%,25.0%,46.7%,33.3%,-61
Last 52 Weeks (5 matches),,18.4%,23.5%,44.1%,18.8%,25.2%,46.3%,40.2%,34.4%,50.0%,17.2%,17.2%,35.4%,17.4%,45.7%,60.0%,-64
Career (26 matches),,17.0%,22.4%,46.5%,18.2%,24.2%,48.7%,47.0%,28.3%,33.3%,14.6%,18.4%,38.9%,24.0%,27.6%,31.1%,4
