Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,19,7,12,36.8%,17-27,38.6%,197-215,47.8%,0-2,0.0%,19,59.8%,36.4%,2.1%,1.1%,79.3%,56.5%,43.7%,53.8%,43.4%,48.7%,0.94
Clay,11,5,6,45.5%,11-12,47.8%,108-95,53.2%,0-1,0.0%,11,55.3%,49.5%,1.2%,1.3%,76.9%,56.1%,43.9%,53.3%,49.9%,51.6%,1.07
Grass,3,1,2,33.3%,2-5,28.6%,26-37,41.3%,1-0,100.0%,3,50.0%,31.3%,0.5%,0.5%,81.3%,52.2%,34.1%,48.9%,44.3%,46.6%,0.87
Grand Slams,5,1,4,20.0%,3-9,25.0%,45-64,41.3%,1-0,100.0%,5,55.8%,26.8%,1.7%,0.3%,76.8%,53.1%,45.8%,51.4%,41.1%,46.3%,0.85
Premiers,2,1,1,50.0%,2-2,50.0%,21-13,61.8%,0-1,0.0%,2,81.3%,47.1%,1.0%,0.0%,82.5%,67.5%,64.7%,67.0%,49.0%,58.0%,1.48
Internationals,13,6,7,46.2%,14-16,46.7%,141-138,50.5%,0-1,0.0%,13,61.2%,40.3%,1.0%,1.1%,80.7%,57.2%,44.8%,54.8%,45.6%,50.2%,1.01
Semi-finals,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,0.0%,3.8%,73.6%,53.8%,28.6%,47.2%,36.0%,41.7%,0.68
Quarter-finals,2,1,1,50.0%,3-3,50.0%,35-32,52.2%,0-1,0.0%,2,66.7%,39.4%,1.9%,1.4%,82.4%,60.1%,43.2%,57.1%,44.7%,50.7%,1.04
vs Righties,25,9,16,36.0%,21-36,36.8%,254-276,47.9%,1-3,25.0%,25,58.9%,36.8%,1.8%,1.0%,78.4%,56.0%,44.9%,53.6%,44.1%,48.9%,0.95
vs Lefties,5,3,2,60.0%,6-4,60.0%,49-42,53.8%,0-0,-,5,53.3%,54.3%,0.3%,1.6%,76.8%,55.2%,37.5%,51.1%,51.6%,51.4%,1.06
