Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,15,11,4,73.3%,25-9,73.5%,173-119,59.2%,0-0,-,15,60.1%,53.0%,0.5%,1.6%,83.5%,54.5%,45.1%,52.9%,50.9%,51.9%,1.08,F (2x)
2024,18,14,4,77.8%,31-11,73.8%,228-153,59.8%,1-1,50.0%,17,68.8%,51.4%,0.4%,2.9%,78.0%,60.7%,45.7%,57.4%,50.1%,53.8%,1.18,W (Makarska 125)
2023,25,15,10,60.0%,34-23,59.6%,269-251,51.7%,2-3,40.0%,13,60.0%,44.8%,1.4%,2.5%,71.9%,58.4%,44.5%,54.5%,47.0%,50.6%,1.03,SF (3x)
2022,45,29,16,64.4%,64-41,61.0%,541-426,55.9%,4-4,50.0%,4,55.8%,39.2%,0.3%,5.5%,73.3%,57.5%,41.3%,53.2%,45.4%,49.2%,0.97,W (W100 Palm Harbor FL)
2021,30,18,12,60.0%,41-31,56.9%,357-309,53.6%,4-5,44.4%,5,64.9%,28.8%,2.7%,3.7%,67.3%,62.1%,43.2%,55.9%,41.5%,48.4%,0.94,W (W100 Bonita Springs FL)
2020,13,4,9,30.8%,9-18,33.3%,104-130,44.4%,1-1,50.0%,2,33.3%,40.0%,1.5%,2.2%,78.5%,41.5%,34.5%,40.0%,44.9%,42.4%,0.75,R16 (4x)
2019,25,14,11,56.0%,30-25,54.5%,255-220,53.7%,2-4,33.3%,3,64.0%,40.0%,1.8%,2.4%,65.5%,65.7%,36.8%,55.8%,45.9%,50.7%,1.04,F (W25 Malibu CA)
2018,12,8,4,66.7%,18-9,66.7%,139-102,57.7%,1-0,100.0%,0,,,,,,,,,,,,SF (2x)
2017,1,0,1,0.0%,0-1,0.0%,4-6,40.0%,0-0,-,0,,,,,,,,,,,,R32 (Sumter SC $25K)
Career,184,113,71,61.4%,252-168,60.0%,2070-1716,54.7%,15-18,45.5%,59,61.9%,46.3%,1.0%,2.8%,76.0%,58.0%,43.7%,54.6%,48.0%,51.2%,1.06,
