Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),1695,2,,,,,,,,,,,,
2025,1349,5,,,,,,,,,,,,
2024,539,69,305,1441,273,1426,337,1350,217,1415,749,55,,
2023,220,286,209,1532,183,1514,268,1404,158,1486,,,,
2022,411,108,265,1479,237,1455,303,1389,172,1457,,,,
2021,163,427,158,1601,138,1576,218,1466,140,1521,,,,
2020,215,278,179,1538,159,1520,222,1421,,,,,,
2019,256,180,173,1579,150,1560,233,1452,151,1498,287,183,,
2018,393,36,189,1543,173,1525,222,1463,154,1488,,,,
2017,196,260,142,1615,136,1581,,,117,1540,815,45,,
2016,74,705,121,1649,108,1618,163,1520,110,1555,416,135,,
2015,94,605,89,1716,75,1675,142,1556,72,1624,1277,17,,
2014,143,375,119,1652,99,1627,193,1490,129,1532,510,108,,
2013,165,315,185,1563,160,1542,226,1445,164,1470,285,223,,
2012,140,397,146,1612,136,1577,,,131,1517,908,30,,
2011,229,212,252,1478,214,1460,266,1400,199,1431,641,65,,
2010,81,613,112,1660,97,1629,206,1488,117,1529,734,45,,
2009,120,455,98,1694,78,1665,236,1452,118,1518,1066,16,,
2008,231,167,298,1437,263,1412,345,1298,,,469,102,,
2007,457,63,414,1256,395,1239,393,1146,,,642,56,,
2006,449,65,,,,,,,,,1241,10,,
2004,,,,,,,,,,,1760,1,,
