Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,121,56,65,46.3%,151-167,47.5%,1543-1603,49.0%,30-30,50.0%,106,74.8%,21.7%,5.9%,5.4%,57.7%,70.2%,48.3%,61.0%,37.0%,49.0%,0.95
Clay,18,3,15,16.7%,14-39,26.4%,227-296,43.4%,3-3,50.0%,13,67.0%,23.1%,3.4%,4.5%,56.1%,66.8%,42.2%,56.0%,36.4%,47.0%,0.83
Grass,22,6,16,27.3%,23-33,41.1%,265-295,47.3%,5-7,41.7%,21,79.4%,15.9%,8.5%,3.8%,58.7%,74.3%,49.5%,64.1%,32.5%,48.4%,0.91
Grand Slams,26,8,18,30.8%,32-55,36.8%,393-477,45.2%,8-8,50.0%,25,72.4%,19.2%,6.2%,6.2%,56.0%,69.7%,47.3%,59.9%,35.8%,47.7%,0.89
Masters,9,2,7,22.2%,8-14,36.4%,89-118,43.0%,2-0,100.0%,9,66.0%,20.0%,5.7%,4.3%,55.8%,65.5%,47.3%,57.5%,35.1%,46.6%,0.83
Other Tours,98,40,58,40.8%,101-129,43.9%,1106-1178,48.4%,19-25,43.2%,98,76.3%,21.3%,5.8%,4.7%,58.6%,71.2%,47.9%,61.6%,36.4%,49.1%,0.95
Best of 5,43,17,26,39.5%,66-85,43.7%,726-790,47.9%,16-14,53.3%,28,73.1%,19.5%,6.2%,6.1%,56.0%,70.1%,47.2%,60.0%,35.8%,47.9%,0.90
Best of 3,118,48,70,40.7%,122-154,44.2%,1309-1404,48.2%,22-26,45.8%,112,75.3%,21.5%,6.0%,4.7%,58.3%,70.6%,48.0%,61.2%,36.4%,49.0%,0.94
Semi-finals,3,0,3,0.0%,0-6,0.0%,19-36,34.5%,0-0,-,3,65.4%,6.9%,5.7%,2.3%,60.9%,70.8%,38.2%,58.0%,25.5%,43.0%,0.61
Quarter-finals,8,3,5,37.5%,8-12,40.0%,86-103,45.5%,1-1,50.0%,8,67.0%,23.7%,4.4%,3.5%,59.6%,66.6%,45.6%,58.1%,37.5%,48.3%,0.89
vs Righties,140,58,82,41.4%,164-204,44.6%,1769-1885,48.4%,34-36,48.6%,121,75.0%,21.2%,5.9%,5.3%,57.3%,70.7%,47.6%,60.8%,36.5%,48.7%,0.93
vs Lefties,20,6,14,30.0%,22-35,38.6%,254-304,45.5%,4-4,50.0%,19,73.0%,19.5%,7.0%,4.2%,59.7%,69.5%,48.6%,61.1%,34.9%,48.4%,0.90
vs Top 10,9,1,8,11.1%,3-22,12.0%,93-148,38.6%,1-4,20.0%,9,69.0%,10.8%,4.7%,4.6%,56.1%,67.8%,45.4%,58.0%,31.4%,44.6%,0.75
