Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2021 Roland Garros Q3,L vs Van De Zandschulp,12,27,0.4,12.6%,28.4%,12,25,0.5,14.0%,29.1%,11.6%,2.3%,0.9,14.7%,15.8%
2021 Biella 1 CH F,W vs Murray,35,20,1.8,29.9%,17.1%,26,20,1.3,25.0%,19.2%,14.4%,10.6%,0.5,7.7%,15.4%
2017 Wimbledon R128,L vs Vesely,66,52,1.3,23.6%,18.6%,46,46,1.0,18.9%,18.9%,11.9%,5.7%,1.2,17.1%,14.3%
2017 Australian Open R128,L vs Murray,46,62,0.7,21.8%,29.4%,40,56,0.7,21.6%,30.3%,14.6%,5.9%,0.9,11.8%,12.8%
2016 US Open R16,L vs Wawrinka,34,52,0.7,13.3%,20.4%,29,44,0.7,12.4%,18.8%,7.7%,3.8%,1.2,19.2%,16.1%
2016 US Open R32,W vs Kyrgios,36,19,1.9,21.1%,11.1%,28,15,1.9,20.4%,10.9%,10.9%,9.5%,1.1,21.6%,19.3%
2016 Wimbledon R128,L vs Benneteau,27,28,1.0,13.8%,14.4%,19,22,0.9,11.2%,13.0%,8.9%,1.8%,2.4,16.9%,7.2%
2016 Stuttgart R32,L vs Groth,17,16,1.1,15.3%,14.4%,9,16,0.6,10.3%,18.4%,2.3%,5.7%,3.0,24.3%,8.1%
2016 Indian Wells Masters R64,L vs Wawrinka,7,24,0.3,6.3%,21.4%,5,22,0.2,4.7%,20.8%,0.9%,1.9%,1.0,17.9%,17.9%
2016 Australian Open R128,L vs Jasika,48,62,0.8,21.7%,28.1%,35,55,0.6,18.1%,28.5%,11.9%,4.7%,0.5,8.1%,14.9%
2016 Doha SF,L vs Nadal,14,28,0.5,13.1%,26.2%,8,27,0.3,8.5%,28.7%,5.3%,3.2%,1.2,14.0%,12.1%
2016 Doha QF,W vs Chardy,19,17,1.1,14.7%,13.2%,15,17,0.9,13.8%,15.6%,10.1%,1.8%,0.6,15.5%,24.8%
2015 US Open R128,W vs Monfils,25,27,0.9,16.7%,18.0%,20,24,0.8,14.6%,17.5%,10.2%,2.2%,1.0,19.3%,20.0%
2015 Australian Open R128,L vs Raonic,25,25,1.0,13.3%,13.3%,20,17,1.2,14.1%,12.0%,9.9%,4.2%,1.6,25.5%,16.0%
2014 US Open R64,L vs Cilic,28,38,0.7,12.7%,17.3%,22,33,0.7,11.6%,17.5%,7.4%,4.2%,0.9,17.7%,19.1%
2014 Winnetka CH QF,L vs Smith,22,38,0.6,15.3%,26.4%,19,32,0.6,14.5%,24.4%,8.4%,4.6%,0.7,11.8%,16.0%
2013 Roland Garros R128,L vs Anderson,21,35,0.6,10.3%,17.2%,21,31,0.7,11.5%,16.9%,,,1.2,18.6%,16.2%
2011 Australian Open R64,L vs Murray,28,34,0.8,18.3%,22.2%,23,30,0.8,18.0%,23.4%,,,2.1,20.3%,9.8%
Career (18 matches),,510,604,0.8,16.7%,19.7%,397,532,0.7,14.9%,20.0%,8.4%,4.0%,1.1,16.9%,15.3%
