Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,23,13,10,56.5%,8,3,5,37.5%,2009,2024,R64,22,1.02,5.0%,5.3%,57.5%,70.0%,49.3%,61.2%,39.7%,55.0%,46.0%
Roland Garros,10,Clay,19,8,11,42.1%,8,5,3,62.5%,2010,2021,R128,18,0.95,4.9%,4.9%,55.5%,69.5%,48.1%,60.0%,37.9%,56.4%,33.7%
Wimbledon,12,Grass,20,8,12,40.0%,11,7,4,63.6%,2009,2024,R64,11,0.87,7.0%,3.9%,59.6%,71.9%,46.6%,61.7%,33.4%,50.0%,39.7%
US Open,10,Hard,25,15,10,60.0%,14,8,6,57.1%,2009,2021,R16,18,1.03,6.6%,6.5%,55.6%,72.6%,49.1%,62.2%,39.1%,57.2%,41.7%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2016,2016,R64,1,0.90,9.4%,7.7%,55.6%,69.2%,38.5%,55.6%,40.0%,68.8%,50.0%
Davis Cup,12,,28,15,13,53.6%,16,9,7,56.3%,2008,2021,,8,0.95,7.6%,5.4%,56.1%,70.3%,48.5%,60.8%,37.2%,68.5%,34.1%
Newport,6,Grass,7,1,6,14.3%,3,1,2,33.3%,2013,2024,R32,7,0.87,7.3%,5.3%,53.8%,74.3%,45.3%,60.9%,33.9%,44.7%,35.9%
Delray Beach,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2013,2024,R16,5,1.06,6.3%,6.9%,51.2%,78.4%,49.1%,64.1%,38.1%,70.0%,34.6%
Sofia,3,Hard,9,5,4,55.6%,6,2,4,33.3%,2020,2023,R16,9,1.02,6.9%,3.4%,57.4%,72.3%,51.9%,63.6%,37.0%,54.0%,47.3%
Winston-Salem,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2016,2023,R64,4,1.01,4.7%,6.2%,56.2%,69.0%,49.6%,60.5%,40.0%,57.1%,46.4%
Geneva,2,Clay,2,0,2,0.0%,0,0,0,-,2021,2023,Q1,2,0.65,6.4%,7.3%,60.6%,78.8%,25.6%,57.8%,27.4%,22.2%,50.0%
Indian Wells Masters,7,Hard,10,3,7,30.0%,4,2,2,50.0%,2010,2022,R64,10,0.95,4.6%,6.5%,55.8%,68.6%,48.6%,59.8%,38.2%,62.1%,34.6%
