Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2021 Roland Garros Q3,L vs Van De Zandschulp,0.80,0.38,28.3,2.1,0.0%,42.3%,0.0%,52.0%,21.7%,28.6%
2021 Biella 1 CH F,W vs Murray,1.24,2.39,27.1,2.0,15.4%,84.6%,20.8%,66.7%,45.7%,46.9%
2019 M25 Pozoblanco SF,L vs Roumane,0.79,0.72,45.2,3.6,-,68.6%,-,51.5%,30.2%,42.5%
2019 M25 Pozoblanco QF,W vs Petit,1.10,1.21,68.9,2.2,-,65.9%,-,53.8%,45.0%,42.5%
2019 M25 Pozoblanco R16,W vs Petrenko,0.98,1.66,37.3,3.3,-,81.5%,-,56.0%,50.0%,54.5%
2019 Segovia CH R32,W vs Griekspoor,1.07,1.45,51.3,2.3,-,68.6%,-,71.0%,43.1%,38.8%
2019 Samarkand CH R64,L vs Olivo,0.93,0.50,36.6,3.0,-,44.0%,-,40.9%,33.3%,28.6%
2019 Shymkent CH R16,L vs Fayziev,1.05,0.88,70.5,8.8,6.0%,52.0%,9.1%,63.6%,28.9%,42.9%
2019 Shymkent CH R32,W vs Ignatik,1.23,1.17,81.7,6.7,3.8%,62.3%,6.5%,63.0%,39.5%,30.8%
2019 Shymkent CH R64,W vs Tashbulatov,1.27,1.84,31.3,2.1,3.4%,65.5%,0.0%,63.0%,46.9%,56.7%
2019 Taipei CH R64,L vs Wang,0.89,0.81,66.0,8.3,22.2%,60.0%,7.9%,63.2%,28.6%,42.2%
2018 Andria CH QF,L vs Baldi,0.85,0.85,68.5,8.4,4.0%,66.0%,0.0%,44.7%,36.4%,53.1%
2018 Andria CH R16,W vs Sonego,1.00,1.50,52.9,3.3,9.7%,80.6%,3.7%,59.3%,56.8%,30.6%
2018 Andria CH R32,W vs Sinner,0.97,1.35,56.0,4.6,2.3%,69.8%,7.5%,70.0%,40.0%,44.2%
2018 Almaty CH R16,W vs Kolar,1.11,1.13,66.9,5.7,0.0%,58.8%,0.0%,56.3%,52.8%,32.7%
2018 Almaty CH R32,W vs Lopez Perez,1.04,1.22,68.9,11.7,12.8%,61.7%,6.7%,64.4%,51.0%,35.4%
2018 Vancouver CH R32,L vs Ivashka,1.05,0.86,64.7,4.0,4.3%,61.7%,0.0%,59.1%,31.3%,33.3%
2018 Aptos CH R32,L vs Clarke,0.87,0.78,50.9,2.5,2.1%,48.9%,0.0%,60.0%,50.0%,30.3%
2018 Washington Q1,L vs Kwiatkowski,0.93,0.93,93.0,3.8,12.3%,61.5%,0.0%,55.7%,36.4%,46.2%
2018 Atlanta Q1,L vs Hurkacz,0.94,0.44,32.3,2.0,0.0%,35.7%,0.0%,50.0%,22.7%,31.6%
2021 (2 matches),,1.05,1.03,27.7,2.0,7.7%,63.5%,10.2%,59.2%,36.2%,39.6%
2019 (9 matches),,1.03,1.06,57.3,3.4,4.7%,62.6%,3.3%,59.3%,38.0%,42.2%
2018 (10 matches),,0.97,0.94,63.2,3.6,5.5%,60.7%,1.7%,57.7%,40.9%,38.1%
2017 (30 matches),,0.96,0.97,54.5,2.7,8.7%,66.0%,6.5%,61.7%,38.1%,35.0%
2016 (48 matches),,1.02,0.98,51.2,2.5,7.6%,63.1%,4.4%,62.0%,35.4%,36.4%
Career (209 matches),,1.01,1.01,54.6,2.8,7.1%,64.0%,5.5%,62.0%,36.9%,37.6%
