Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,6,1,5,16.7%,5,4,1,80.0%,2022,2026,R64,5,0.85,13.1%,3.8%,62.6%,74.2%,48.1%,64.5%,30.3%,66.7%,26.7%
Roland Garros,6,Clay,8,2,6,25.0%,4,3,1,75.0%,2020,2025,R64,8,0.81,7.5%,3.1%,61.8%,69.7%,43.9%,59.8%,32.5%,58.1%,30.8%
Wimbledon,5,Grass,11,6,5,54.5%,13,6,7,46.2%,2021,2025,R32,11,1.05,14.0%,3.1%,65.7%,77.4%,52.9%,69.0%,32.6%,65.4%,29.5%
US Open,5,Hard,13,8,5,61.5%,6,3,3,50.0%,2021,2025,R16,13,0.97,11.9%,3.8%,61.6%,75.9%,49.2%,65.6%,33.5%,64.2%,30.0%
Davis Cup,5,,7,4,3,57.1%,5,3,2,60.0%,2021,2026,,3,0.92,12.3%,2.0%,67.2%,75.0%,42.5%,64.3%,32.9%,81.0%,29.4%
Miami Masters,5,Hard,7,2,5,28.6%,5,1,4,20.0%,2022,2026,R64,7,0.85,11.2%,1.7%,64.9%,76.7%,48.5%,66.8%,28.4%,74.2%,33.3%
Indian Wells Masters,4,Hard,5,1,4,20.0%,2,1,1,50.0%,2022,2026,R32,4,0.76,7.8%,3.5%,61.2%,62.6%,47.0%,56.5%,33.0%,56.8%,25.0%
Dubai,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2022,2026,QF,4,0.86,17.6%,2.0%,68.9%,77.0%,42.4%,66.2%,29.2%,41.7%,33.3%
Doha,2,Hard,5,3,2,60.0%,3,1,2,33.3%,2022,2026,SF,5,1.03,11.1%,1.6%,63.7%,73.3%,56.9%,67.4%,33.5%,71.4%,25.7%
Rotterdam,4,Hard,4,0,4,0.0%,1,0,1,0.0%,2021,2026,R32,4,0.67,6.3%,4.4%,66.4%,71.1%,37.4%,59.8%,27.0%,64.3%,20.0%
United Cup,2,Hard,4,2,2,50.0%,6,1,5,16.7%,2023,2026,W,4,0.99,10.6%,3.2%,58.0%,75.0%,56.0%,67.0%,32.6%,71.4%,42.3%
