Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,143,69,74,48.3%,162-188,46.3%,1750-1812,49.1%,35-47,42.7%,138,84.3%,14.6%,12.6%,2.8%,64.3%,75.2%,49.1%,65.9%,32.2%,49.3%,0.95
Clay,54,25,29,46.3%,66-71,48.2%,676-683,49.7%,12-13,48.0%,52,81.7%,17.5%,10.4%,3.6%,61.1%,75.2%,48.6%,64.8%,34.5%,49.5%,0.98
Grass,29,13,16,44.8%,37-46,44.6%,440-459,48.9%,12-14,46.2%,29,85.5%,12.8%,13.7%,4.3%,64.6%,77.1%,48.6%,67.0%,31.3%,49.4%,0.95
Grand Slams,35,14,21,40.0%,59-76,43.7%,649-712,47.7%,15-12,55.6%,34,81.5%,13.2%,11.7%,3.5%,62.9%,74.2%,48.5%,64.7%,32.2%,48.6%,0.91
Masters,43,18,25,41.9%,40-53,43.0%,459-499,47.9%,11-14,44.0%,42,82.1%,14.2%,9.9%,3.0%,63.9%,73.8%,50.0%,65.2%,32.5%,49.0%,0.93
Other Tours,141,71,70,50.4%,157-170,48.0%,1674-1666,50.1%,30-46,39.5%,140,85.2%,16.0%,13.2%,3.2%,63.8%,76.6%,48.9%,66.5%,32.8%,49.8%,0.98
Best of 5,35,14,21,40.0%,59-76,43.7%,649-712,47.7%,15-12,55.6%,34,81.5%,13.2%,11.7%,3.5%,62.9%,74.2%,48.5%,64.7%,32.2%,48.6%,0.91
Best of 3,191,93,98,48.7%,206-229,47.4%,2217-2242,49.7%,44-62,41.5%,185,84.6%,15.6%,12.4%,3.1%,63.9%,75.9%,49.0%,66.2%,32.7%,49.6%,0.97
Finals,2,0,2,0.0%,2-4,33.3%,28-35,44.4%,1-1,50.0%,2,83.9%,3.3%,13.5%,0.5%,67.9%,74.8%,53.2%,67.9%,20.7%,46.2%,0.65
Semi-finals,7,2,5,28.6%,5-11,31.3%,73-83,46.8%,0-2,0.0%,7,84.2%,11.5%,11.2%,4.4%,65.2%,70.9%,48.3%,63.0%,31.3%,47.8%,0.85
Quarter-finals,23,7,16,30.4%,19-33,36.5%,242-279,46.4%,4-5,44.4%,22,82.7%,10.9%,13.4%,3.0%,63.4%,75.2%,49.2%,65.7%,29.6%,48.0%,0.86
vs Righties,186,87,99,46.8%,220-255,46.3%,2390-2455,49.3%,48-61,44.0%,181,83.7%,15.3%,12.1%,3.2%,63.9%,75.3%,48.7%,65.7%,32.6%,49.3%,0.95
vs Lefties,40,20,20,50.0%,45-50,47.4%,476-499,48.8%,11-13,45.8%,38,84.6%,13.6%,13.2%,3.4%,62.5%,76.5%,50.1%,66.6%,32.4%,49.6%,0.97
vs Top 10,23,3,20,13.0%,16-49,24.6%,285-374,43.2%,4-10,28.6%,23,79.3%,8.6%,11.2%,2.6%,65.5%,72.7%,47.3%,63.9%,27.6%,46.3%,0.76
