Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,36,19,17,52.8%,43-47,47.8%,471-474,49.8%,11-15,42.3%,32,86.9%,13.7%,12.1%,3.4%,63.8%,75.2%,51.3%,66.5%,31.2%,49.4%,0.93
Clay,13,6,7,46.2%,13-18,41.9%,147-161,47.7%,3-3,50.0%,12,80.0%,13.9%,10.8%,3.5%,61.5%,76.5%,45.9%,64.7%,32.5%,48.2%,0.92
Grass,10,6,4,60.0%,14-15,48.3%,157-158,49.8%,5-5,50.0%,10,90.1%,10.4%,13.1%,4.3%,63.6%,77.6%,53.9%,69.0%,31.3%,49.8%,1.01
Grand Slams,9,5,4,55.6%,16-20,44.4%,184-187,49.6%,4-5,44.4%,9,87.7%,12.6%,11.6%,3.6%,62.4%,74.7%,55.0%,67.3%,31.0%,49.2%,0.95
Masters,20,11,9,55.0%,21-21,50.0%,222-215,50.8%,6-8,42.9%,19,86.5%,15.3%,12.2%,3.1%,66.9%,75.1%,49.2%,66.5%,32.8%,50.0%,0.98
Other Tours,26,12,14,46.2%,27-37,42.2%,320-349,47.8%,6-9,40.0%,26,85.1%,11.8%,12.2%,4.0%,61.4%,77.2%,49.5%,66.5%,30.8%,48.7%,0.92
Best of 5,9,5,4,55.6%,16-20,44.4%,184-187,49.6%,4-5,44.4%,9,87.7%,12.6%,11.6%,3.6%,62.4%,74.7%,55.0%,67.3%,31.0%,49.2%,0.95
Best of 3,50,26,24,52.0%,54-60,47.4%,591-606,49.4%,15-18,45.5%,45,85.7%,13.2%,12.2%,3.6%,63.7%,76.3%,49.4%,66.5%,31.6%,49.3%,0.94
Finals,1,0,1,0.0%,1-2,33.3%,12-16,42.9%,0-0,-,1,78.6%,7.1%,12.4%,1.1%,70.8%,68.3%,53.8%,64.0%,23.6%,46.0%,0.66
Semi-finals,2,1,1,50.0%,2-3,40.0%,24-25,49.0%,0-0,-,2,87.5%,12.0%,9.5%,4.1%,66.9%,68.1%,51.8%,62.7%,30.9%,48.4%,0.83
Quarter-finals,4,2,2,50.0%,4-5,44.4%,42-43,49.4%,0-0,-,4,83.7%,14.3%,14.9%,5.2%,61.3%,77.6%,47.9%,66.1%,34.0%,49.7%,1.00
vs Righties,51,25,26,49.0%,60-73,45.1%,676-702,49.1%,15-19,44.1%,48,85.7%,12.9%,11.8%,3.8%,63.3%,75.6%,50.6%,66.4%,31.2%,49.0%,0.93
vs Lefties,8,6,2,75.0%,10-7,58.8%,99-91,52.1%,4-4,50.0%,6,89.9%,13.9%,13.8%,2.3%,63.7%,78.3%,52.2%,68.8%,33.6%,50.8%,1.08
vs Top 10,9,3,6,33.3%,9-17,34.6%,132-148,47.1%,4-5,44.4%,9,88.1%,7.3%,12.4%,2.4%,67.8%,76.1%,52.6%,68.5%,27.0%,48.0%,0.86
