Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),27,1651,46,1814,49,1765,51,1727,44,1687,,,,
2025,29,1527,37,1828,38,1778,43,1734,40,1694,,,,
2024,59,927,82,1727,84,1689,75,1682,106,1566,355,170,,
2023,96,656,102,1691,97,1647,72,1683,115,1547,,,,
2022,44,952,38,1835,36,1806,42,1749,53,1667,,,,
2021,58,1029,82,1719,101,1639,55,1720,61,1643,,,,
2020,178,361,189,1527,150,1532,209,1438,,,191,381,,
2019,327,121,392,1339,389,1303,369,1302,,,390,109,,
2018,423,25,,,,,,,,,711,4,,
2017,1066,8,,,,,,,,,893,37,,
2016,1032,10,,,,,,,,,,,,
2015,1896,1,,,,,,,,,,,,
2013,1985,1,,,,,,,,,,,,
