Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Australian Open R64,L vs Muchova,2.7,2.6,2.8,48.0%,48.8%,58.3%,50.0%,58.5%,11.1%,1.5,1.2,-1.0,-1.3
2025 US Open R128,L vs Andreeva,3.3,3.1,3.6,31.3%,26.3%,40.0%,0.0%,47.6%,7.4%,-12.5,-27.2,-7.5,-15.0
2025 Bogota R32,L vs Jovic,2.6,2.4,2.8,43.6%,33.3%,40.0%,100.0%,55.9%,17.8%,3.0,5.7,-8.0,-21.6
2025 Indian Wells R64,L vs Shnaider,3.1,2.8,3.3,29.1%,48.3%,0.0%,50.0%,45.0%,10.6%,-12.0,-23.5,0.0,0.0
2025 Indian Wells R128,W vs Kalinskaya,2.9,2.9,2.9,49.5%,65.9%,66.7%,-,49.7%,7.5%,9.5,12.8,12.5,17.4
2025 Dubai R64,W vs Wang,2.3,2.2,2.5,55.9%,52.4%,66.7%,-,56.1%,9.3%,16.5,31.1,4.5,11.5
2025 Doha R32,L vs Kenin,2.7,2.7,2.7,46.9%,57.4%,63.6%,0.0%,55.3%,12.0%,14.5,13.2,9.5,12.0
2025 Doha R64,W vs Shnaider,2.9,2.5,3.2,48.4%,63.4%,100.0%,0.0%,56.8%,18.6%,16.0,17.8,-2.0,-3.5
2025 Doha Q2,W vs Kudermetova,2.4,2.5,2.2,62.8%,36.0%,50.0%,100.0%,45.1%,3.6%,6.5,15.1,2.5,4.6
2025 Cluj Napoca R32,L vs Danilovic,3.0,2.2,3.6,46.3%,28.6%,54.5%,100.0%,55.3%,7.4%,0.0,0.0,3.5,5.6
2025 Auckland R16,W vs Minnen,2.9,2.5,3.2,53.9%,70.0%,66.7%,40.0%,62.9%,11.5%,13.0,15.5,3.0,6.5
2024 Auckland R32,W vs Anisimova,2.6,2.6,2.6,53.6%,41.9%,50.0%,-,46.5%,12.9%,10.0,14.5,-2.5,-3.4
2024 Wimbledon R128,L vs Wozniacki,3.3,3.4,3.2,22.9%,42.1%,40.0%,100.0%,56.2%,8.7%,-10.5,-19.4,-5.0,-11.9
2024 Roland Garros Q1,W vs Leonard,3.0,2.9,3.1,55.0%,57.1%,35.7%,0.0%,60.4%,7.7%,8.0,8.8,4.5,7.6
2023 Roland Garros R128,L vs Vondrousova,2.9,3.0,2.8,38.0%,36.4%,40.0%,20.0%,35.7%,13.5%,-4.5,-11.5,-9.5,-14.8
2023 Madrid R64,W vs Azarenka,2.7,2.1,3.3,54.8%,51.9%,63.6%,50.0%,50.7%,9.7%,11.0,16.4,4.5,6.9
2023 Indian Wells R128,L vs Kalinskaya,3.1,3.1,3.2,30.2%,35.3%,55.6%,33.3%,47.6%,3.7%,3.5,7.1,-13.0,-25.0
2023 Merida R16,L vs Peterson,3.0,2.5,3.5,44.3%,29.4%,42.9%,66.7%,55.8%,17.5%,-1.5,-2.2,-1.0,-2.1
2023 Lyon F,W vs Garcia,2.6,2.1,3.1,48.0%,67.9%,55.6%,0.0%,42.9%,15.9%,5.5,9.6,-3.0,-4.3
2023 Lyon QF,W vs Kovinic,3.0,2.5,3.6,54.9%,56.5%,75.0%,75.0%,58.4%,10.5%,5.5,7.3,4.0,8.0
Last 52 Weeks (3 matches),,2.8,2.6,2.9,43.9%,39.8%,48.1%,50.0%,55.2%,11.6%,-2.7,-3.6,-5.5,-9.9
Career (25 matches),,2.8,2.6,3.1,47.9%,49.3%,51.5%,49.3%,51.4%,12.2%,3.9,5.7,-0.1,-0.2
