Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,9,4,5,44.4%,9-11,45.0%,99-99,50.0%,1-1,50.0%,9,73.5%,26.5%,11.1%,7.0%,57.7%,68.4%,49.1%,60.2%,38.8%,50.0%,0.98,QF (2x)
2024,30,23,7,76.7%,47-23,67.1%,359-270,57.1%,5-2,71.4%,25,77.3%,33.6%,9.8%,13.7%,52.2%,74.9%,46.0%,61.1%,43.6%,52.5%,1.12,W (3x)
2023,7,4,3,57.1%,10-6,62.5%,81-57,58.7%,0-1,0.0%,5,82.7%,31.9%,11.5%,13.0%,57.5%,76.8%,45.3%,63.4%,41.4%,52.8%,1.13,SF (Midland 125)
2022,42,26,16,61.9%,53-43,55.2%,481-450,51.7%,9-9,50.0%,13,82.1%,21.6%,14.6%,10.4%,59.8%,74.2%,52.1%,65.3%,37.9%,51.6%,1.09,W (2x)
2021,28,12,16,42.9%,28-38,42.4%,279-331,45.7%,4-2,66.7%,2,41.2%,17.6%,6.1%,16.8%,47.3%,64.5%,30.4%,46.6%,37.1%,42.1%,0.69,F (W25 Daytona Beach FL)
2020,9,6,3,66.7%,11-9,55.0%,93-79,54.1%,0-1,0.0%,0,,,,,,,,,,,,W (W25 Orlando FL)
2019,32,15,17,46.9%,34-40,45.9%,328-372,46.9%,6-3,66.7%,0,,,,,,,,,,,,F (2x)
2018,6,0,6,0.0%,3-11,21.4%,47-73,39.2%,0-1,0.0%,0,,,,,,,,,,,,R32 (6x)
2017,3,0,3,0.0%,1-6,14.3%,19-41,31.7%,0-0,-,0,,,,,,,,,,,,R32 (3x)
Career,166,90,76,54.2%,196-187,51.2%,1786-1772,50.2%,25-20,55.6%,54,77.3%,28.8%,11.2%,11.8%,55.2%,73.4%,47.1%,61.6%,41.0%,51.5%,1.07,
