Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,80,33,47,41.3%,83-107,43.7%,848-959,46.9%,10-8,55.6%,80,66.4%,27.1%,9.6%,10.5%,56.4%,68.9%,41.6%,57.0%,40.4%,48.7%,0.94
Clay,24,9,15,37.5%,20-34,37.0%,206-268,43.5%,3-2,60.0%,24,61.0%,25.3%,8.9%,12.5%,51.0%,66.2%,42.1%,54.4%,39.4%,46.9%,0.86
Grass,9,2,7,22.2%,5-14,26.3%,73-103,41.5%,1-2,33.3%,9,66.7%,16.3%,9.5%,13.9%,51.9%,68.5%,41.3%,55.4%,34.9%,45.8%,0.78
Grand Slams,15,5,10,33.3%,14-23,37.8%,132-183,41.9%,1-0,100.0%,15,62.7%,20.5%,9.7%,11.1%,53.1%,68.0%,39.6%,54.6%,37.1%,46.0%,0.82
Premiers,19,8,11,42.1%,18-25,41.9%,199-217,47.8%,2-3,40.0%,19,70.5%,25.0%,11.3%,11.6%,58.0%,69.5%,43.6%,58.7%,39.5%,49.0%,0.96
Internationals,46,18,28,39.1%,43-62,41.0%,466-533,46.6%,6-2,75.0%,46,66.5%,26.0%,9.4%,11.4%,54.6%,69.5%,41.8%,56.9%,39.7%,48.6%,0.92
Finals,1,1,0,100.0%,2-0,100.0%,14-11,56.0%,1-0,100.0%,1,100.0%,8.3%,18.1%,7.2%,55.4%,84.8%,56.8%,72.3%,29.5%,51.6%,1.06
Semi-finals,3,1,2,33.3%,2-4,33.3%,28-34,45.2%,1-1,50.0%,3,71.0%,17.2%,13.9%,9.0%,61.4%,70.1%,43.0%,59.6%,37.3%,48.8%,0.92
Quarter-finals,7,3,4,42.9%,7-8,46.7%,72-75,49.0%,0-1,0.0%,7,63.0%,35.6%,9.2%,12.1%,55.1%,65.2%,43.5%,55.5%,43.2%,49.8%,0.97
vs Righties,93,38,55,40.9%,93-124,42.9%,944-1086,46.5%,12-8,60.0%,93,65.7%,26.8%,9.7%,11.3%,55.6%,68.6%,41.7%,56.6%,40.2%,48.5%,0.93
vs Lefties,16,5,11,31.3%,11-24,31.4%,139-192,42.0%,2-4,33.3%,16,63.6%,20.9%,8.7%,10.7%,52.2%,68.1%,41.0%,55.1%,38.2%,46.5%,0.85
vs Top 10,7,2,5,28.6%,5-11,31.3%,55-92,37.4%,1-1,50.0%,7,61.6%,12.5%,10.1%,10.1%,58.1%,66.4%,41.5%,56.0%,33.0%,44.6%,0.75
