Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R64,L vs Muchova,55.6%,60.0%,5.6%,4/2,2.56,10.3%,51.6%,62.5%,3.2%,2.53,18.2%,70.0%,57.1%,10.0%,2.60,0.0%
2025 US Open R128,L vs Andreeva,60.0%,33.3%,3.3%,1/0,2.42,29.7%,55.0%,45.5%,0.0%,2.60,44.0%,70.0%,14.3%,10.0%,2.09,0.0%
2025 Bogota R32,L vs Jovic,68.9%,48.4%,6.7%,1/2,2.26,5.9%,70.8%,41.2%,0.0%,2.01,12.5%,73.7%,57.1%,15.8%,2.48,0.0%
2025 Indian Wells R64,L vs Shnaider,64.7%,48.5%,0.0%,0/0,2.65,22.2%,63.6%,33.3%,0.0%,2.77,50.0%,75.0%,75.0%,0.0%,2.56,0.0%
2025 Indian Wells R128,W vs Kalinskaya,65.9%,68.5%,2.4%,2/0,2.95,17.8%,68.3%,65.9%,0.0%,2.83,25.9%,72.2%,76.9%,11.1%,3.12,5.6%
2025 Dubai R64,W vs Wang,56.7%,67.6%,1.7%,0/1,2.07,33.3%,48.8%,55.0%,2.4%,2.08,40.0%,82.4%,85.7%,0.0%,2.07,20.0%
2025 Doha R32,L vs Kenin,65.7%,69.2%,8.1%,5/3,2.57,11.7%,67.1%,66.7%,6.6%,2.50,19.4%,66.7%,78.6%,14.3%,2.67,0.0%
2025 Doha R64,W vs Shnaider,73.6%,56.6%,2.8%,1/1,2.03,32.4%,76.7%,48.5%,0.0%,1.81,50.0%,71.4%,70.0%,7.1%,2.34,7.1%
2025 Doha Q2,W vs Kudermetova,60.7%,61.8%,1.8%,0/1,2.54,8.0%,65.6%,66.7%,0.0%,2.53,10.5%,72.2%,53.8%,5.6%,2.57,0.0%
2025 Cluj Napoca R32,L vs Danilovic,66.7%,58.7%,2.9%,0/2,2.08,12.9%,66.0%,60.6%,4.0%,2.34,18.8%,76.5%,53.8%,0.0%,1.81,6.7%
2025 Auckland R16,W vs Minnen,67.2%,58.5%,3.3%,1/1,2.39,12.1%,71.8%,57.1%,2.6%,2.47,19.0%,68.4%,61.5%,5.3%,2.26,0.0%
2024 Auckland R32,W vs Anisimova,62.5%,54.0%,13.8%,8/3,2.45,5.5%,69.6%,59.4%,10.9%,2.50,8.8%,72.0%,44.4%,24.0%,2.38,0.0%
2024 Wimbledon R128,L vs Wozniacki,65.8%,36.0%,2.6%,0/1,2.21,10.7%,60.7%,29.4%,0.0%,2.42,15.4%,88.9%,50.0%,11.1%,2.03,6.7%
2024 Roland Garros Q1,W vs Leonard,72.2%,59.6%,5.1%,3/1,2.60,74.0%,75.5%,56.8%,4.1%,2.50,65.5%,83.3%,65.0%,8.3%,2.75,85.7%
2023 Roland Garros R128,L vs Vondrousova,48.9%,40.9%,0.0%,0/0,2.20,20.6%,36.0%,55.6%,0.0%,2.22,28.6%,81.3%,30.8%,0.0%,2.16,7.7%
2023 Madrid R64,W vs Azarenka,63.5%,53.2%,0.0%,0/0,2.54,4.8%,61.2%,50.0%,0.0%,2.18,8.3%,94.4%,58.8%,0.0%,3.02,0.0%
2023 Indian Wells R128,L vs Kalinskaya,52.3%,52.2%,6.8%,3/0,2.72,40.7%,55.6%,40.0%,7.4%,2.88,47.1%,61.5%,75.0%,7.7%,2.48,30.0%
2023 Merida R16,L vs Peterson,57.4%,41.9%,9.3%,4/1,2.80,0.0%,61.1%,36.4%,5.6%,2.66,0.0%,69.2%,55.6%,23.1%,2.94,0.0%
2023 Lyon F,W vs Garcia,67.9%,37.7%,7.7%,6/0,2.59,8.1%,66.0%,32.3%,6.4%,2.62,17.6%,78.6%,45.5%,10.7%,2.57,0.0%
2023 Lyon QF,W vs Kovinic,69.1%,63.2%,0.0%,0/0,2.46,27.8%,62.5%,65.0%,0.0%,2.23,52.6%,85.7%,61.1%,0.0%,2.74,0.0%
Last 52 Weeks (3 matches),,59.6%,52.3%,5.5%,60.0%,2.44,14.7%,56.6%,53.3%,1.9%,2.43,25.7%,71.0%,51.0%,11.6%,2.45,0.0%
Career (25 matches),,63.9%,54.7%,4.5%,68.5%,2.42,21.5%,64.0%,52.6%,3.3%,2.37,29.6%,75.7%,58.6%,8.1%,2.50,9.4%
