Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,29,12,17,41.4%,30-38,44.1%,309-336,47.9%,3-4,42.9%,29,67.0%,29.1%,9.1%,9.6%,56.2%,69.4%,41.6%,57.2%,41.0%,49.1%,0.96
Clay,9,3,6,33.3%,7-14,33.3%,74-106,41.1%,1-0,100.0%,9,60.0%,21.3%,6.0%,9.8%,55.1%,63.3%,40.7%,53.2%,38.3%,45.8%,0.82
Grass,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,37.5%,0.0%,6.0%,16.0%,38.0%,63.2%,38.7%,48.0%,25.0%,37.8%,0.48
Grand Slams,6,2,4,33.3%,6-10,37.5%,54-79,40.6%,1-0,100.0%,6,61.2%,18.5%,9.0%,9.7%,56.0%,68.1%,37.4%,54.6%,36.3%,45.8%,0.80
Premiers,5,3,2,60.0%,6-5,54.5%,56-46,54.9%,0-1,0.0%,5,78.8%,30.6%,13.4%,10.4%,58.8%,73.1%,48.1%,62.8%,41.3%,52.0%,1.11
Internationals,14,5,9,35.7%,11-19,36.7%,136-153,47.1%,1-1,50.0%,14,64.4%,29.9%,8.7%,10.9%,53.2%,69.7%,41.1%,56.3%,41.8%,49.0%,0.96
Semi-finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,81.8%,0.0%,16.7%,10.3%,61.5%,75.0%,46.7%,64.1%,30.8%,47.4%,0.86
Quarter-finals,3,1,2,33.3%,3-4,42.9%,36-38,48.6%,0-0,-,3,56.8%,40.5%,8.0%,11.9%,53.6%,64.3%,42.1%,54.0%,45.8%,50.3%,1.00
vs Righties,32,11,21,34.4%,28-45,38.4%,303-369,45.1%,3-2,60.0%,32,63.1%,26.9%,8.3%,10.4%,55.8%,67.5%,40.4%,55.5%,40.2%,47.9%,0.90
vs Lefties,6,3,3,50.0%,7-8,46.7%,69-74,48.3%,1-2,33.3%,6,72.9%,24.3%,8.9%,8.3%,54.8%,70.6%,43.3%,58.3%,39.8%,48.9%,0.95
vs Top 10,2,0,2,0.0%,1-4,20.0%,8-27,22.9%,0-0,-,2,33.3%,11.8%,4.7%,10.2%,55.9%,56.3%,30.4%,44.9%,35.3%,40.2%,0.64
