Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Australian Open R64,L vs Muchova,0.0%,-,7.1%,73.3%,22.7%,20.5%,20.0%,12.5%,27.3%,0.0%,-,256,214
2025 US Open R128,L vs Andreeva,0.0%,-,16.7%,92.3%,8.3%,16.7%,0.0%,5.0%,12.5%,1.9%,0.0%,229,164
2025 Bogota R32,L vs Jovic,0.0%,-,5.7%,50.0%,25.0%,45.5%,0.0%,0.0%,0.0%,3.9%,0.0%,330,265
2025 Indian Wells R64,L vs Shnaider,0.0%,-,9.0%,25.0%,10.8%,20.0%,0.0%,5.1%,0.0%,1.7%,0.0%,209,166
2025 Indian Wells R128,W vs Kalinskaya,0.0%,-,8.3%,75.0%,23.2%,31.3%,0.0%,25.6%,62.5%,0.0%,-,182,123
2025 Dubai R64,W vs Wang,0.0%,-,6.8%,62.5%,32.4%,27.3%,0.0%,30.4%,57.1%,1.0%,0.0%,349,253
2025 Doha R32,L vs Kenin,0.0%,-,7.4%,60.0%,21.7%,28.0%,0.0%,15.0%,22.2%,0.5%,0.0%,197,206
2025 Doha R64,W vs Shnaider,0.0%,-,10.9%,73.3%,34.3%,33.3%,14.3%,15.4%,0.0%,0.0%,-,216,244
2025 Doha Q2,W vs Kudermetova,0.0%,-,7.8%,100.0%,26.5%,50.0%,0.0%,3.7%,0.0%,0.0%,-,220,262
2025 Cluj Napoca R32,L vs Danilovic,0.0%,-,10.5%,61.5%,20.7%,26.1%,0.0%,8.3%,0.0%,2.0%,0.0%,209,199
2025 Auckland R16,W vs Minnen,0.0%,-,5.0%,100.0%,27.6%,22.7%,100.0%,13.3%,25.0%,0.7%,100.0%,260,249
2024 Auckland R32,W vs Anisimova,0.0%,-,3.4%,66.7%,20.4%,28.6%,100.0%,4.9%,14.3%,1.9%,33.3%,28,94
2024 Wimbledon R128,L vs Wozniacki,0.0%,-,14.1%,63.6%,10.3%,16.7%,0.0%,2.9%,0.0%,1.9%,0.0%,278,230
2024 Roland Garros Q1,W vs Leonard,17.1%,76.9%,23.0%,62.2%,17.2%,19.0%,50.0%,16.7%,36.4%,1.2%,50.0%,164,149
2023 Roland Garros R128,L vs Vondrousova,0.0%,-,15.5%,62.5%,5.7%,14.3%,0.0%,6.4%,12.5%,2.6%,33.3%,193,191
2023 Madrid R64,W vs Azarenka,2.2%,100.0%,2.3%,66.7%,21.7%,30.0%,0.0%,18.2%,36.4%,2.1%,0.0%,71,174
2023 Indian Wells R128,L vs Kalinskaya,0.0%,-,18.3%,53.3%,20.5%,26.3%,0.0%,2.9%,0.0%,1.0%,100.0%,205,187
2023 Merida R16,L vs Peterson,0.0%,-,4.6%,60.0%,15.2%,20.8%,0.0%,13.5%,37.5%,3.9%,40.0%,126,145
2023 Lyon F,W vs Garcia,0.0%,-,6.8%,90.9%,23.8%,37.5%,0.0%,17.9%,12.5%,3.2%,20.0%,135,199
2023 Lyon QF,W vs Kovinic,1.8%,100.0%,13.7%,87.5%,15.0%,13.0%,0.0%,25.0%,33.3%,0.7%,0.0%,220,189
Last 52 Weeks (3 matches),,0.0%,-,8.6%,76.5%,20.1%,24.2%,20.0%,7.4%,16.7%,1.4%,0.0%,268,215
Career (25 matches),,1.3%,78.9%,9.9%,66.0%,20.6%,26.1%,23.3%,11.8%,20.1%,1.8%,26.2%,187,184
