Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,5,2,3,40.0%,1,1,0,100.0%,2017,2019,Q2,3,0.86,9.1%,3.6%,73.4%,73.0%,40.3%,64.3%,30.8%,66.7%,66.7%
Roland Garros,3,Clay,4,1,3,25.0%,1,1,0,100.0%,2016,2018,Q2,0,,,,,,,,,,
Wimbledon,3,Grass,4,1,3,25.0%,2,1,1,50.0%,2016,2018,Q2,0,,,,,,,,,,
US Open,3,Hard,4,1,3,25.0%,3,0,3,0.0%,2016,2018,Q2,2,1.18,8.0%,1.8%,73.0%,73.1%,50.0%,66.9%,39.0%,50.0%,26.1%
Davis Cup,18,,52,33,19,63.5%,22,12,10,54.5%,2007,2025,,12,1.39,5.8%,4.4%,61.0%,72.7%,54.3%,65.5%,47.9%,60.9%,53.7%
Los Cabos,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2018,2019,R32,3,0.95,7.6%,4.0%,66.2%,76.5%,46.1%,66.2%,32.2%,72.7%,45.5%
Newport,2,Grass,2,0,2,0.0%,1,1,0,100.0%,2017,2018,Q1,2,0.82,6.1%,6.1%,57.5%,73.1%,42.9%,60.2%,32.6%,42.9%,21.4%
Indian Wells Masters,2,Hard,2,0,2,0.0%,0,0,0,-,2017,2018,Q1,2,0.59,8.5%,3.5%,64.1%,63.7%,29.4%,51.4%,28.7%,55.0%,80.0%
Acapulco,2,Hard,2,0,2,0.0%,0,0,0,-,2016,2018,Q1,2,0.78,6.0%,3.4%,51.7%,67.5%,44.4%,56.4%,34.1%,57.9%,50.0%
Bogota,2,Hard,4,2,2,50.0%,0,0,0,-,2013,2014,Q3,3,1.07,5.7%,7.0%,60.3%,70.3%,46.2%,60.7%,42.1%,55.0%,46.2%
