Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,3,1,2,33.3%,4-4,50.0%,35-32,52.2%,1-0,100.0%,0,,,,,,,,,,,
Clay,2,1,1,50.0%,3-2,60.0%,25-21,54.3%,0-1,0.0%,2,59.1%,52.2%,3.5%,5.6%,55.2%,64.6%,43.8%,55.2%,50.0%,52.5%,1.12
Best of 3,5,2,3,40.0%,7-6,53.8%,60-53,53.1%,1-1,50.0%,2,59.1%,52.2%,3.5%,5.6%,55.2%,64.6%,43.8%,55.2%,50.0%,52.5%,1.12
vs Righties,3,1,2,33.3%,4-4,50.0%,36-34,51.4%,0-1,0.0%,2,59.1%,52.2%,3.5%,5.6%,55.2%,64.6%,43.8%,55.2%,50.0%,52.5%,1.12
vs Lefties,1,0,1,0.0%,1-2,33.3%,12-18,40.0%,1-0,100.0%,0,,,,,,,,,,,
