Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,3,1,2,33.3%,4-4,50.0%,35-32,52.2%,1-0,100.0%,0,,,,,,,,,,,,
2024,3,2,1,66.7%,5-2,71.4%,37-23,61.7%,0-1,0.0%,3,69.0%,56.7%,4.5%,4.5%,60.2%,71.7%,44.3%,60.8%,52.4%,56.4%,1.34,
2023,3,3,0,100.0%,6-1,85.7%,41-26,61.2%,1-0,100.0%,0,,,,,,,,,,,,
2022,2,2,0,100.0%,4-1,80.0%,28-19,59.6%,1-0,100.0%,0,,,,,,,,,,,,
2021,2,1,1,50.0%,2-2,50.0%,19-19,50.0%,0-1,0.0%,0,,,,,,,,,,,,
2020,2,2,0,100.0%,4-1,80.0%,31-22,58.5%,1-1,50.0%,0,,,,,,,,,,,,
2019,3,2,1,66.7%,4-3,57.1%,34-35,49.3%,1-1,50.0%,1,37.5%,0.0%,1.9%,3.7%,68.5%,51.4%,47.1%,50.0%,27.3%,39.8%,0.55,
2018,3,1,2,33.3%,2-5,28.6%,34-41,45.3%,1-1,50.0%,3,81.1%,8.3%,4.0%,4.0%,67.9%,69.6%,49.4%,63.1%,30.5%,47.8%,0.83,
2017,4,4,0,100.0%,12-1,92.3%,79-39,66.9%,0-1,0.0%,3,80.9%,51.1%,5.1%,4.7%,61.4%,70.2%,50.0%,62.4%,49.1%,55.3%,1.31,
2016,4,4,0,100.0%,12-0,100.0%,74-26,74.0%,0-0,-,4,90.2%,59.2%,8.6%,4.5%,55.0%,79.1%,65.3%,72.9%,52.8%,61.8%,1.94,
2015,4,4,0,100.0%,12-1,92.3%,78-32,70.9%,0-1,0.0%,0,,,,,,,,,,,,
2014,3,2,1,66.7%,6-2,75.0%,43-37,53.8%,2-0,100.0%,0,,,,,,,,,,,,
2013,4,2,2,50.0%,8-7,53.3%,79-65,54.9%,1-3,25.0%,0,,,,,,,,,,,,
2012,3,1,2,33.3%,4-5,44.4%,39-40,49.4%,0-0,-,0,,,,,,,,,,,,
2011,3,1,2,33.3%,5-7,41.7%,54-58,48.2%,1-0,100.0%,0,,,,,,,,,,,,
2010,3,1,2,33.3%,5-5,50.0%,49-50,49.5%,2-0,100.0%,0,,,,,,,,,,,,
2008,3,0,3,0.0%,2-8,20.0%,26-55,32.1%,0-0,-,0,,,,,,,,,,,,
2007,2,0,2,0.0%,1-5,16.7%,22-33,40.0%,0-0,-,0,,,,,,,,,,,,
Career,54,33,21,61.1%,98-60,62.0%,802-652,55.2%,12-10,54.5%,14,79.7%,43.1%,5.4%,4.4%,61.5%,71.2%,53.3%,64.3%,46.2%,54.9%,1.29,
