Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,9,4,5,44.4%,8-13,38.1%,82-108,43.2%,0-2,0.0%,9,53.8%,33.7%,0.6%,2.1%,70.0%,56.8%,42.1%,52.4%,42.9%,47.7%,0.90,QF (W35 San Gregorio)
2025,44,25,19,56.8%,52-50,51.0%,477-476,50.1%,8-8,50.0%,41,61.1%,41.8%,1.0%,4.1%,67.6%,59.8%,44.8%,54.9%,46.3%,50.6%,1.03,SF (3x)
2024,53,28,25,52.8%,64-54,54.2%,560-518,51.9%,9-0,100.0%,0,,,,,,,,,,,,W (2x)
2023,51,21,30,41.2%,47-67,41.2%,471-557,45.8%,5-7,41.7%,5,41.7%,26.5%,0.6%,4.7%,71.3%,53.3%,28.3%,46.1%,40.3%,43.2%,0.75,SF (W25 Buenos Aires)
2022,45,24,21,53.3%,59-49,54.6%,522-474,52.4%,5-7,41.7%,0,,,,,,,,,,,,W (W25 Rio de Janeiro)
2021,49,26,23,53.1%,54-49,52.4%,501-462,52.0%,6-6,50.0%,0,,,,,,,,,,,,W (W15 Curitiba)
2020,14,2,12,14.3%,6-25,19.4%,109-172,38.8%,0-5,0.0%,3,50.0%,43.8%,0.0%,2.6%,71.4%,51.9%,47.7%,50.7%,46.7%,48.8%,0.95,R16 (W25 Rancho Santa Fe CA)
2019,58,32,26,55.2%,68-63,51.9%,626-621,50.2%,9-9,50.0%,1,53.8%,30.8%,0.9%,12.1%,59.8%,53.1%,44.2%,49.5%,40.2%,45.5%,0.80,F (2x)
2018,52,32,20,61.5%,66-48,57.9%,542-430,55.8%,4-4,50.0%,0,,,,,,,,,,,,W (Luque $15K)
2017,45,27,18,60.0%,58-43,57.4%,481-416,53.6%,4-2,66.7%,0,,,,,,,,,,,,W (Campos Do Jordao $15K)
2016,29,12,17,41.4%,29-38,43.3%,302-311,49.3%,2-5,28.6%,0,,,,,,,,,,,,F (Sao Jose Dos Campos $10K)
2015,33,15,18,45.5%,35-38,47.9%,332-340,49.4%,2-1,66.7%,0,,,,,,,,,,,,SF (Padova $25K)
2014,58,36,22,62.1%,75-52,59.1%,626-533,54.0%,7-6,53.8%,0,,,,,,,,,,,,W (3x)
2013,68,49,19,72.1%,105-52,66.9%,820-580,58.6%,9-5,64.3%,0,,,,,,,,,,,,W (4x)
2012,41,25,16,61.0%,53-38,58.2%,433-354,55.0%,6-1,85.7%,0,,,,,,,,,,,,W (Ribeirao Preto 10K)
2011,42,22,20,52.4%,50-41,54.9%,416-384,52.0%,3-2,60.0%,0,,,,,,,,,,,,F (Salvador 10K)
2010,7,3,4,42.9%,6-8,42.9%,66-74,47.1%,2-0,100.0%,0,,,,,,,,,,,,QF (Mogi Das Cruzes 10K)
2009,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R32 (Itajai 10K)
2008,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Curitiba 10K)
Career,700,383,317,54.7%,835-732,53.3%,7379-6834,51.9%,81-70,53.6%,59,57.8%,39.2%,0.8%,4.0%,68.3%,58.2%,43.4%,53.5%,45.2%,49.4%,0.97,
