Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Acapulco F,W vs Tiafoe,0.0%,-,4.5%,71.4%,19.4%,33.3%,33.3%,9.9%,27.3%,0.3%,0.0%,-25,-1
2025 Davis Cup Finals RR,W vs Munar,4.9%,100.0%,14.8%,72.4%,15.5%,32.8%,0.0%,6.2%,23.5%,0.3%,0.0%,3,-11
2025 Davis Cup Finals RR,W vs Bergs,0.8%,100.0%,5.9%,80.0%,12.7%,21.4%,16.7%,2.9%,8.3%,0.6%,50.0%,29,46
2025 Vienna R16,L vs Sinner,2.7%,0.0%,9.0%,69.2%,6.9%,14.8%,0.0%,6.7%,11.1%,1.2%,0.0%,-35,-20
2025 US Open R32,L vs Musetti,7.4%,25.0%,12.1%,42.9%,4.9%,7.7%,0.0%,0.0%,0.0%,0.9%,50.0%,-77,-50
2025 Wimbledon QF,L vs Djokovic,2.3%,33.3%,7.4%,57.9%,18.1%,25.0%,0.0%,10.5%,12.1%,1.6%,0.0%,44,49
2025 Wimbledon R16,W vs Cilic,2.9%,75.0%,4.8%,78.6%,16.5%,25.8%,0.0%,9.6%,30.4%,4.8%,26.3%,-6,13
2025 Hamburg F,W vs Rublev,0.0%,-,5.9%,57.1%,15.2%,17.9%,16.7%,9.8%,40.0%,1.7%,0.0%,26,21
2025 Monte Carlo R32,L vs Fils,1.9%,100.0%,6.5%,42.9%,14.9%,5.3%,0.0%,7.5%,21.1%,1.1%,50.0%,-26,-56
2025 Bucharest F,W vs Baez,1.5%,0.0%,14.7%,66.7%,12.3%,16.3%,10.5%,1.8%,18.2%,0.6%,0.0%,-38,-45
2025 Rotterdam R32,L vs Hurkacz,0.0%,-,5.8%,66.7%,12.5%,25.0%,0.0%,3.8%,0.0%,1.3%,50.0%,-6,8
2025 Montpellier R16,L vs De Jong,1.5%,100.0%,12.0%,62.5%,21.7%,27.6%,33.3%,7.7%,12.5%,2.6%,20.0%,77,27
2025 United Cup QF,L vs Machac,2.9%,100.0%,7.7%,50.0%,12.8%,12.5%,0.0%,0.0%,0.0%,1.0%,0.0%,15,-12
2024 Shanghai R32,L vs Djokovic,1.9%,0.0%,5.3%,20.0%,3.3%,5.0%,0.0%,3.8%,12.5%,0.0%,-,-52,-68
2024 Davis Cup World Group RR,W vs Griekspoor,1.1%,100.0%,9.0%,70.6%,20.8%,25.7%,12.5%,13.0%,23.5%,0.5%,100.0%,-3,22
2024 US Open R32,L vs Medvedev,6.4%,66.7%,11.0%,50.0%,8.3%,17.1%,7.1%,4.3%,9.5%,2.8%,0.0%,-77,-98
2024 Cincinnati R16,L vs Hurkacz,0.0%,-,6.8%,60.0%,15.3%,18.5%,0.0%,2.5%,0.0%,2.8%,40.0%,45,41
2024 Canada R64,W vs Auger Aliassime,9.3%,75.0%,9.2%,87.5%,23.1%,42.9%,50.0%,7.1%,40.0%,2.0%,50.0%,23,-14
2024 Washington F,L vs Korda,1.4%,100.0%,5.8%,75.0%,13.5%,24.2%,0.0%,2.6%,20.0%,2.1%,25.0%,49,66
2024 Washington SF,W vs Shelton,2.4%,50.0%,10.3%,83.3%,21.7%,26.1%,40.0%,15.0%,20.0%,0.9%,0.0%,23,41
Career (30 matches),,2.1%,69.4%,8.4%,67.9%,15.1%,20.1%,18.9%,7.6%,20.9%,1.6%,25.0%,1,1
