Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,12,7,5,58.3%,3,2,1,66.7%,2022,2026,R32,12,0.98,7.4%,3.7%,54.7%,69.8%,51.7%,61.6%,37.6%,60.2%,37.2%
Roland Garros,4,Clay,11,7,4,63.6%,4,0,4,0.0%,2022,2025,R32,11,1.08,4.3%,3.2%,62.0%,66.6%,51.7%,60.9%,42.0%,63.8%,44.5%
Wimbledon,4,Grass,9,5,4,55.6%,7,4,3,57.1%,2022,2025,QF,9,1.07,8.1%,3.3%,55.8%,74.4%,57.5%,67.0%,35.4%,66.1%,32.5%
US Open,4,Hard,10,6,4,60.0%,2,1,1,50.0%,2022,2025,R32,10,0.98,5.0%,5.0%,50.3%,69.2%,51.7%,60.5%,38.6%,62.2%,37.7%
Davis Cup,2,,5,4,1,80.0%,5,4,1,80.0%,2024,2025,,2,0.79,7.5%,2.8%,62.7%,67.7%,51.9%,61.8%,30.1%,61.1%,37.5%
Miami Masters,3,Hard,4,1,3,25.0%,1,1,0,100.0%,2024,2026,R64,4,0.79,9.3%,4.5%,51.4%,70.3%,47.7%,59.3%,32.2%,73.2%,47.1%
Indian Wells Masters,3,Hard,4,1,3,25.0%,0,0,0,-,2024,2026,R32,4,0.83,8.2%,7.8%,49.1%,68.2%,41.6%,54.6%,37.8%,43.3%,24.3%
Acapulco,3,Hard,10,8,2,80.0%,8,5,3,62.5%,2024,2026,W,10,1.06,9.1%,2.9%,54.2%,77.3%,52.1%,65.8%,36.4%,70.0%,43.3%
Delray Beach,2,Hard,8,5,3,62.5%,4,1,3,25.0%,2024,2026,SF,8,0.98,8.0%,3.9%,53.5%,74.4%,50.5%,63.3%,36.1%,66.1%,42.0%
Montpellier,3,Hard,5,2,3,40.0%,2,0,2,0.0%,2024,2026,QF,5,0.93,3.6%,2.7%,57.5%,62.8%,55.3%,59.6%,37.6%,67.6%,39.4%
United Cup,2,Hard,5,3,2,60.0%,6,4,2,66.7%,2024,2026,QF,5,0.91,7.2%,3.1%,54.2%,70.7%,61.6%,66.5%,30.6%,57.7%,47.6%
